gkg_record_id,date,source,url,headline,pipeline_stage,matcher_decision,trading_date,ist_dt,canonical_url
20240103043000-1191,20240103043000,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/bajaj-finance-hikes-fd-rates-by-25-basis-points/articleshow/106497682.cms,Bajaj Finance: Bajaj Finance hikes FD rates by 25 basis points,ACCEPTED,True,2024-01-03,2024-01-03 10:00:00+05:30,https://timesofindia.indiatimes.com/business/india-business/bajaj-finance-hikes-fd-rates-by-25-basis-points/articleshow/106497682.cms
20240103061500-396,20240103061500,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/analyst-call-tracker-banks-infra-dominate-dec-buy-lists-bajaj-finance-in-top-bets-of-2023-11991501.html,"Analyst Call Tracker: Banks, infra dominate Dec 'buy' lists; Bajaj Finance in top bets of 2023",ACCEPTED,True,2024-01-03,2024-01-03 11:45:00+05:30,https://www.moneycontrol.com/news/business/markets/analyst-call-tracker-banks-infra-dominate-dec-buy-lists-bajaj-finance-in-top-bets-of-2023-11991501.html
20240103094500-930,20240103094500,bignewsnetwork.com,https://www.bignewsnetwork.com/news/274083571/bajaj-finserv-brings-you-india-first-credit-pass-powered-by-cibil,"Bajaj Finserv brings you India's First Credit Pass, powered by CIBIL",ACCEPTED,True,2024-01-03,2024-01-03 15:15:00+05:30,https://www.bignewsnetwork.com/news/274083571/bajaj-finserv-brings-you-india-first-credit-pass-powered-by-cibil
20240103104500-600,20240103104500,newsx.com,https://www.newsx.com/business/bajaj-finserv-brings-you-indias-first-credit-pass-powered-by-cibil/,"Bajaj Finserv brings you India's First Credit Pass, powered by CIBIL -",ACCEPTED,True,2024-01-04,2024-01-03 16:15:00+05:30,https://www.newsx.com/business/bajaj-finserv-brings-you-indias-first-credit-pass-powered-by-cibil
20240103110000-926,20240103110000,srilankasource.com,https://www.srilankasource.com/news/274083571/bajaj-finserv-brings-you-india-first-credit-pass-powered-by-cibil,"Bajaj Finserv brings you India's First Credit Pass, powered by CIBIL",ACCEPTED,True,2024-01-04,2024-01-03 16:30:00+05:30,https://www.srilankasource.com/news/274083571/bajaj-finserv-brings-you-india-first-credit-pass-powered-by-cibil
20240103111500-824,20240103111500,financialexpress.com,https://www.financialexpress.com/money/bajaj-finance-offers-up-to-8-85-on-digital-fixed-deposit-check-latest-rates-3354231/,Bajaj Finance offers up to 8.85% on Digital Fixed Deposit – Check latest rates,ACCEPTED,True,2024-01-04,2024-01-03 16:45:00+05:30,https://www.financialexpress.com/money/bajaj-finance-offers-up-to-8-85-on-digital-fixed-deposit-check-latest-rates-3354231
20240103113000-800,20240103113000,aninews.in,https://aninews.in/news/business/business/bajaj-finserv-brings-you-indias-first-credit-pass-powered-by-cibil20240103140312/,"Bajaj Finserv brings you India's First Credit Pass, powered by CIBIL",ACCEPTED,True,2024-01-04,2024-01-03 17:00:00+05:30,https://aninews.in/news/business/business/bajaj-finserv-brings-you-indias-first-credit-pass-powered-by-cibil20240103140312
20240103131500-460,20240103131500,indiatimes.com,https://economictimes.indiatimes.com/industry/banking/finance/bajaj-finance-launches-digital-fd-with-rates-up-to-8-85-pc/articleshow/106520017.cms,Bajaj Finance: Bajaj Finance launches digital FD with rates up to 8.85%,ACCEPTED,True,2024-01-04,2024-01-03 18:45:00+05:30,https://economictimes.indiatimes.com/industry/banking/finance/bajaj-finance-launches-digital-fd-with-rates-up-to-8-85-pc/articleshow/106520017.cms
20240103131500-492,20240103131500,indiablooms.com,https://www.indiablooms.com/finance-details/19697/bajaj-finance-ltd-offers-up-to-8-85-percent-to-digital-fixed-deposit-subscribers.html,Bajaj Finance Ltd offers up to 8.85 percent to Digital Fixed Deposit subscribers | Indiablooms - First Portal on Digital News Management,ACCEPTED,True,2024-01-04,2024-01-03 18:45:00+05:30,https://www.indiablooms.com/finance-details/19697/bajaj-finance-ltd-offers-up-to-8-85-percent-to-digital-fixed-deposit-subscribers.html
20240103133000-1468,20240103133000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/bajaj-finance-launches-digital-fd-with-rates-up-to-8-85-11994121.html,Bajaj Finance launches digital FD with rates up to 8.85%,ACCEPTED,True,2024-01-04,2024-01-03 19:00:00+05:30,https://www.moneycontrol.com/news/business/markets/bajaj-finance-launches-digital-fd-with-rates-up-to-8-85-11994121.html
