gkg_record_id,date,source,url,headline,pipeline_stage,matcher_decision,trading_date,ist_dt,canonical_url
20240101150000-T1506,20240101150000,moneycontrol.com,https://hindi.moneycontrol.com/news/business/veteran-banker-vaswani-takes-charge-as-kotak-mahindra-bank-md-ceo-months-after-founder-uday-kotak-stepped-down-1691931.html,"Kotak Mahindra Bank को मिला नया एमडी और सीईओ, Uday Kotak के इस्तीफे के 4 महीने बाद",ACCEPTED,True,2024-01-02,2024-01-01 20:30:00+05:30,https://hindi.moneycontrol.com/news/business/veteran-banker-vaswani-takes-charge-as-kotak-mahindra-bank-md-ceo-months-after-founder-uday-kotak-stepped-down-1691931.html
20240101200000-168,20240101200000,indiatimes.com,https://economictimes.indiatimes.com/industry/banking/finance/banking/ashok-vaswani-assumes-charge-as-kotak-banks-md-and-ceo/articleshow/106459292.cms,Ashok Vaswani assumes charge as Kotak Bank's MD and CEO,ACCEPTED,True,2024-01-02,2024-01-02 01:30:00+05:30,https://economictimes.indiatimes.com/industry/banking/finance/banking/ashok-vaswani-assumes-charge-as-kotak-banks-md-and-ceo/articleshow/106459292.cms
20240102010000-69,20240102010000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/ashok-vaswani-assumes-charge-as-kotak-banks-md-and-ceo/articleshow/106462046.cms,Ashok Vaswani assumes charge as Kotak Bank's MD and CEO,ACCEPTED,True,2024-01-02,2024-01-02 06:30:00+05:30,https://economictimes.indiatimes.com/markets/stocks/news/ashok-vaswani-assumes-charge-as-kotak-banks-md-and-ceo/articleshow/106462046.cms
20240102163000-1734,20240102163000,thehindubusinessline.com,https://www.thehindubusinessline.com/money-and-banking/kotak-mahindra-bank-expanding-infra-financing-play-says-honcho-paritosh-kashyap/article67698411.ece,"Kotak Mahindra Bank expanding infra-financing play, says Honcho Paritosh Kashyap",ACCEPTED,True,2024-01-03,2024-01-02 22:00:00+05:30,https://www.thehindubusinessline.com/money-and-banking/kotak-mahindra-bank-expanding-infra-financing-play-says-honcho-paritosh-kashyap/article67698411.ece
20240102193000-1458,20240102193000,indiatimes.com,https://economictimes.indiatimes.com/industry/banking/finance/banking/rbl-sells-800-crore-stressed-credit-card-loans-to-kotak-bank/articleshow/106494551.cms,RBL sells ₹800-crore stressed credit card loans to Kotak Bank,ACCEPTED,True,2024-01-03,2024-01-03 01:00:00+05:30,https://economictimes.indiatimes.com/industry/banking/finance/banking/rbl-sells-800-crore-stressed-credit-card-loans-to-kotak-bank/articleshow/106494551.cms
20240103051500-669,20240103051500,businesstoday.in,https://www.businesstoday.in/markets/company-stock/story/rbl-bank-shares-in-news-on-report-lender-sells-rs-800-cr-credit-card-loans-to-kotak-mahindra-bank-411641-2024-01-03,RBL Bank shares in news on report lender sells Rs 800 cr credit card loans to Kotak Mahindra Bank,ACCEPTED,True,2024-01-03,2024-01-03 10:45:00+05:30,https://www.businesstoday.in/markets/company-stock/story/rbl-bank-shares-in-news-on-report-lender-sells-rs-800-cr-credit-card-loans-to-kotak-mahindra-bank-411641-2024-01-03
20240103083000-361,20240103083000,indiatimes.com,https://economictimes.indiatimes.com/industry/banking/finance/banking/anupam-kaura-joins-kotak-mahindra-bank-as-chro/articleshow/106509243.cms,Kotak Mahindra Bank: Anupam Kaura joins Kotak Mahindra Bank as CHRO,ACCEPTED,True,2024-01-03,2024-01-03 14:00:00+05:30,https://economictimes.indiatimes.com/industry/banking/finance/banking/anupam-kaura-joins-kotak-mahindra-bank-as-chro/articleshow/106509243.cms
20240103094500-447,20240103094500,businesstoday.in,https://www.businesstoday.in/markets/stock-picks/story/paytm-sbi-axis-icici-kotak-bank-hdfc-bank-shares-bernstein-sees-up-to-47-upside-heres-why-411692-2024-01-03,"Paytm, SBI, Axis, ICICI, Kotak Bank, HDFC Bank shares: Bernstein sees up to 47% upside. Here's why",ACCEPTED,True,2024-01-03,2024-01-03 15:15:00+05:30,https://www.businesstoday.in/markets/stock-picks/story/paytm-sbi-axis-icici-kotak-bank-hdfc-bank-shares-bernstein-sees-up-to-47-upside-heres-why-411692-2024-01-03
20240103103000-1411,20240103103000,businessworld.in,https://www.businessworld.in/article/Kotak-Mahindra-Bank-Appoints-Anupam-Kaura-As-Head-Of-HR/03-01-2024-504471/,Kotak Mahindra Bank Appoints Anupam Kaura As Head Of HR,ACCEPTED,True,2024-01-04,2024-01-03 16:00:00+05:30,https://www.businessworld.in/article/Kotak-Mahindra-Bank-Appoints-Anupam-Kaura-As-Head-Of-HR/03-01-2024-504471
20240103124500-867,20240103124500,indiatimes.com,https://economictimes.indiatimes.com/industry/banking/finance/banking/kotak-mahindra-bank-hires-anupam-kaura-as-new-hr-chief-for-organisational-transformation/articleshow/106519156.cms,Kotak Mahindra Bank: Kotak Mahindra Bank hires Anupam Kaura as new HR chief for organisational transformation,ACCEPTED,True,2024-01-04,2024-01-03 18:15:00+05:30,https://economictimes.indiatimes.com/industry/banking/finance/banking/kotak-mahindra-bank-hires-anupam-kaura-as-new-hr-chief-for-organisational-transformation/articleshow/106519156.cms
20240103150000-1038,20240103150000,india.com,https://www.india.com/business/after-sbi-and-kotak-mahindra-pnb-raises-interest-rates-on-fixed-deposits-details-inside-6630723/,"After SBI And Kotak Mahindra, PNB Raises Interest Rates On Fixed Deposits, Details Inside",ACCEPTED,True,2024-01-04,2024-01-03 20:30:00+05:30,https://www.india.com/business/after-sbi-and-kotak-mahindra-pnb-raises-interest-rates-on-fixed-deposits-details-inside-6630723
20240104061500-45,20240104061500,adgully.com,https://www.adgully.com/anupam-kaura-joins-kotak-mahindra-bank-as-chief-human-resources-officer-140582.html,Anupam Kaura joins Kotak Mahindra Bank as Chief Human Resources Officer,ACCEPTED,True,2024-01-04,2024-01-04 11:45:00+05:30,https://www.adgully.com/anupam-kaura-joins-kotak-mahindra-bank-as-chief-human-resources-officer-140582.html
20240104064500-402,20240104064500,businesstoday.in,https://www.businesstoday.in/markets/company-stock/story/kotak-mahindra-bank-strengthens-leadership-with-veterans-from-amazon-hul-citi-barclays-crisil-and-bajaj-finance-411831-2024-01-04,"Kotak Mahindra Bank strengthens leadership with veterans from Amazon, HUL, Citi, Barclays, CRISIL, and Bajaj Finance",ACCEPTED,True,2024-01-04,2024-01-04 12:15:00+05:30,https://www.businesstoday.in/markets/company-stock/story/kotak-mahindra-bank-strengthens-leadership-with-veterans-from-amazon-hul-citi-barclays-crisil-and-bajaj-finance-411831-2024-01-04
20240106153000-T101,20240106153000,jagran.com,https://www.jagran.com/bihar/patna-city-kotak-mahindra-bank-fraud-ed-raids-premises-of-mohan-alankar-jewelers-in-bihar-23622691.html,"Bihar News: मोहन अलंकार ज्वेलर्स के ठिकानों पर ED का छापा, नकदी समेत 1.38 करोड़ के गहने बरामद, जानें क्या है पूरा मामला - kotak mahindra bank fraud ed raids premises of mohan alankar jewelers in bihar",ACCEPTED,True,2024-01-08,2024-01-06 21:00:00+05:30,https://www.jagran.com/bihar/patna-city-kotak-mahindra-bank-fraud-ed-raids-premises-of-mohan-alankar-jewelers-in-bihar-23622691.html
20240108104500-T15,20240108104500,bhaskar.com,https://www.bhaskar.com/career/news/kotak-mahindra-bank-has-announced-vacancy-in-sales-department-graduates-should-apply-salary-is-rs-5-lakh-per-annum-132411674.html,"Kotak Mahindra Bank has announced vacancy in sales department, graduates should apply, salary is Rs 5 lakh per annum. | प्राइवेट नौकरी: Kotak Mahindra Bank ने सेल्स डिपार्टमेंट में वैकेंसी निकाली, ग्रेजुएट करें अप्लाय, सैलरी 5 लाख सलाना",ACCEPTED,True,2024-01-09,2024-01-08 16:15:00+05:30,https://www.bhaskar.com/career/news/kotak-mahindra-bank-has-announced-vacancy-in-sales-department-graduates-should-apply-salary-is-rs-5-lakh-per-annum-132411674.html
20240108124500-200,20240108124500,businesstoday.in,https://www.businesstoday.in/visualstories/stock/upl-sbi-life-top-losers-on-nifty50-as-market-slumps-kotak-bank-hdfc-most-active-on-jan-8-87140-08-01-2024,"UPL, SBI Life top losers on Nifty50 as market slumps; Kotak Bank, HDFC most active on Jan 8",ACCEPTED,True,2024-01-09,2024-01-08 18:15:00+05:30,https://www.businesstoday.in/visualstories/stock/upl-sbi-life-top-losers-on-nifty50-as-market-slumps-kotak-bank-hdfc-most-active-on-jan-8-87140-08-01-2024
20240109010000-641,20240109010000,financialexpress.com,https://www.financialexpress.com/business/banking-finance-kotak-banks-commercial-banking-to-grow-more-than-industry-3359122/,Kotak Bank's commercial banking to grow more than industry - Banking & Finance News,ACCEPTED,True,2024-01-09,2024-01-09 06:30:00+05:30,https://www.financialexpress.com/business/banking-finance-kotak-banks-commercial-banking-to-grow-more-than-industry-3359122
20240109051500-524,20240109051500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/technical-stock-pick-contra-buy-what-does-the-3-dip-pattern-tell-about-kotak-mahindra-bank-price-movement/articleshow/106654478.cms,Technical Stock Pick: Contra Buy! What does the 3-dip pattern tell about Kotak Mahindra Bank price movement?,ACCEPTED,True,2024-01-09,2024-01-09 10:45:00+05:30,https://economictimes.indiatimes.com/markets/stocks/news/technical-stock-pick-contra-buy-what-does-the-3-dip-pattern-tell-about-kotak-mahindra-bank-price-movement/articleshow/106654478.cms
20240109073000-16,20240109073000,indiaeducationdiary.in,https://indiaeducationdiary.in/kotak-mahindra-bank-associates-with-it-for-change-to-enhance-digital-pedagogical-skills-of-school-teachers-in-karnataka/,Kotak Mahindra Bank Associates with IT for Change to Enhance Digital Pedagogical Skills of School Teachers in Karnataka,ACCEPTED,True,2024-01-09,2024-01-09 13:00:00+05:30,https://indiaeducationdiary.in/kotak-mahindra-bank-associates-with-it-for-change-to-enhance-digital-pedagogical-skills-of-school-teachers-in-karnataka
20240111133000-235,20240111133000,indiatimes.com,https://economictimes.indiatimes.com/industry/banking/finance/insure/kotak-mahindra-life-launches-unit-linked-term-insurance-plan/articleshow/106734287.cms,Kotak Mahindra Life launches unit-linked term insurance plan,ACCEPTED,True,2024-01-12,2024-01-11 19:00:00+05:30,https://economictimes.indiatimes.com/industry/banking/finance/insure/kotak-mahindra-life-launches-unit-linked-term-insurance-plan/articleshow/106734287.cms
20240111154500-1227,20240111154500,latestly.com,https://www.latestly.com/agency-news/latest-news-kotak-mahindra-life-launches-unit-linked-term-insurance-plan-5686613.html,Latest News | Kotak Mahindra Life Launches Unit-linked Term Insurance Plan,ACCEPTED,True,2024-01-12,2024-01-11 21:15:00+05:30,https://www.latestly.com/agency-news/latest-news-kotak-mahindra-life-launches-unit-linked-term-insurance-plan-5686613.html
20240112180000-111,20240112180000,thehindubusinessline.com,https://www.thehindubusinessline.com/money-and-banking/kotak-life-insurance-sees-2024-as-year-of-expansion-says-top-official-alagh/article67735480.ece,"Kotak Mahindra Life Insurance sees 2024 as year of expansion, says top official Alagh",ACCEPTED,True,2024-01-15,2024-01-12 23:30:00+05:30,https://www.thehindubusinessline.com/money-and-banking/kotak-life-insurance-sees-2024-as-year-of-expansion-says-top-official-alagh/article67735480.ece
20240114051500-429,20240114051500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/q3-results-this-week-ril-hdfc-bank-icici-bank-hul-ultratech-cement-kotak-bank-and-others/articleshow/106828589.cms,"q3 earnings: Q3 results this week: RIL, HDFC Bank, ICICI Bank, HUL, UltraTech Cement, Kotak Bank and others",ACCEPTED,True,2024-01-15,2024-01-14 10:45:00+05:30,https://economictimes.indiatimes.com/markets/stocks/earnings/q3-results-this-week-ril-hdfc-bank-icici-bank-hul-ultratech-cement-kotak-bank-and-others/articleshow/106828589.cms
20240115031500-366,20240115031500,indiatimes.com,https://economictimes.indiatimes.com/markets/web-stories/positive-breakout-kotak-mahindra-bank-and-2-other-stocks-cross-above-their-200-dma/slideshow/106848628.cms,Positive Breakout: Kotak Mahindra Bank and 2 other stocks cross above their 200 DMA,ACCEPTED,True,2024-01-15,2024-01-15 08:45:00+05:30,https://economictimes.indiatimes.com/markets/web-stories/positive-breakout-kotak-mahindra-bank-and-2-other-stocks-cross-above-their-200-dma/slideshow/106848628.cms
20240116073000-201,20240116073000,indiatimes.com,https://economictimes.indiatimes.com/industry/services/property-/-cstruction/omaxe-raises-rs-450-crore-from-kotak-mahindra-gives-exit-to-varde-partners/articleshow/106890093.cms,"Omaxe raises Rs 450 crore from Kotak Mahindra, gives exit to Varde partners",ACCEPTED,True,2024-01-16,2024-01-16 13:00:00+05:30,https://economictimes.indiatimes.com/industry/services/property-/-cstruction/omaxe-raises-rs-450-crore-from-kotak-mahindra-gives-exit-to-varde-partners/articleshow/106890093.cms
20240116170000-1752,20240116170000,indiatimes.com,https://realty.economictimes.indiatimes.com/news/industry/omaxe-raises-rs-450-crore-from-kotak-mahindra-bank/106902656,"Omaxe Group: Omaxe raises Rs 450 crore from Kotak Mahindra Bank, ET RealEstate",ACCEPTED,True,2024-01-17,2024-01-16 22:30:00+05:30,https://realty.economictimes.indiatimes.com/news/industry/omaxe-raises-rs-450-crore-from-kotak-mahindra-bank/106902656
20240118053000-771,20240118053000,businesstoday.in,https://www.businesstoday.in/markets/stock-picks/story/reliance-ultratech-kotak-mahindra-bank-trading-strategies-for-these-buzzing-blue-chip-stocks-413848-2024-01-18,"Reliance, UltraTech, Kotak Mahindra Bank: Trading strategies for these buzzing blue-chip stocks",ACCEPTED,True,2024-01-18,2024-01-18 11:00:00+05:30,https://www.businesstoday.in/markets/stock-picks/story/reliance-ultratech-kotak-mahindra-bank-trading-strategies-for-these-buzzing-blue-chip-stocks-413848-2024-01-18
20240118123000-1121,20240118123000,indiainfoline.com,https://www.indiainfoline.com/article/earnings-preview/q-fy-preview-kotak-mahindra-bank-nii-seen-at-rs-million-pat-at-rs-million-1705565404955_1.html,"Q3FY24 Preview: Kotak Mahindra Bank: NII seen at Rs. 64,226 million, PAT at Rs. 32,559 million",ACCEPTED,True,2024-01-19,2024-01-18 18:00:00+05:30,https://www.indiainfoline.com/article/earnings-preview/q-fy-preview-kotak-mahindra-bank-nii-seen-at-rs-million-pat-at-rs-million-1705565404955_1.html
20240118141500-1995,20240118141500,moneycontrol.com,https://www.moneycontrol.com/news/business/earnings/kotak-mahindra-bank-q3-preview-net-profit-to-rise-16-margin-contraction-to-continue-12077391.html,"Kotak Mahindra Bank Q3 preview: Net profit to rise 16%, margin contraction to continue",ACCEPTED,True,2024-01-19,2024-01-18 19:45:00+05:30,https://www.moneycontrol.com/news/business/earnings/kotak-mahindra-bank-q3-preview-net-profit-to-rise-16-margin-contraction-to-continue-12077391.html
20240119070000-463,20240119070000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/kotak-bank-q3-result-preview-pat-may-grow-15-yoy-on-strong-interest-income-lower-credit-costs/articleshow/106978996.cms,"Kotak Bank Q3 result preview: PAT may grow 15% YoY on strong interest income, lower credit costs",ACCEPTED,True,2024-01-19,2024-01-19 12:30:00+05:30,https://economictimes.indiatimes.com/markets/stocks/earnings/kotak-bank-q3-result-preview-pat-may-grow-15-yoy-on-strong-interest-income-lower-credit-costs/articleshow/106978996.cms
20240120014500-808,20240120014500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-ril-icici-bank-kotak-bank-zee-paytm-fortis-healthcare/articleshow/106995836.cms,"Stocks in news: Stocks in news: RIL, ICICI Bank, Kotak Bank, ZEE, Paytm, Fortis Healthcare",ACCEPTED,True,2024-01-23,2024-01-20 07:15:00+05:30,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-ril-icici-bank-kotak-bank-zee-paytm-fortis-healthcare/articleshow/106995836.cms
20240120021500-477,20240120021500,financialexpress.com,https://www.financialexpress.com/market/stocks-to-watch-ril-hul-zeel-icici-bank-tata-steel-one-97-communication-hfcl-kpi-green-energy-kotak-mahindra-bank-3369886/,"Stocks To watch: RIL, HUL, ZEEL, ICICI Bank, Tata Steel, One 97 Communication, HFCL, KPI Green Energy, Kotak Mahindra Bank",ACCEPTED,True,2024-01-23,2024-01-20 07:45:00+05:30,https://www.financialexpress.com/market/stocks-to-watch-ril-hul-zeel-icici-bank-tata-steel-one-97-communication-hfcl-kpi-green-energy-kotak-mahindra-bank-3369886
20240120040000-171,20240120040000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/q3-results-today-icici-bank-kotak-bank-idbi-among-40-companies-to-announce-earnings/articleshow/107003401.cms,"Q3 results today: ICICI Bank, Kotak Bank, IDBI among 40 companies to announce earnings",ACCEPTED,True,2024-01-23,2024-01-20 09:30:00+05:30,https://economictimes.indiatimes.com/markets/stocks/earnings/q3-results-today-icici-bank-kotak-bank-idbi-among-40-companies-to-announce-earnings/articleshow/107003401.cms
20240120054500-465,20240120054500,businesstoday.in,https://www.businesstoday.in/markets/company-stock/story/kotak-mahindra-bank-q3-earnings-preview-net-profit-nim-414242-2024-01-20,Kotak Mahindra Bank Q3 earnings preview: Net profit likely to rise in double digits asset quality may improve,ACCEPTED,True,2024-01-23,2024-01-20 11:15:00+05:30,https://www.businesstoday.in/markets/company-stock/story/kotak-mahindra-bank-q3-earnings-preview-net-profit-nim-414242-2024-01-20
20240120073000-207,20240120073000,moneycontrol.com,https://www.moneycontrol.com/news/business/stocks/kotak-mahindra-bank-icici-bank-gain-ahead-of-q3-earnings-hdfc-bank-recovers-partly-12091471.html,"Kotak Mahindra Bank, ICICI Bank gain ahead of Q3 earnings; HDFC Bank recovers partly",ACCEPTED,True,2024-01-23,2024-01-20 13:00:00+05:30,https://www.moneycontrol.com/news/business/stocks/kotak-mahindra-bank-icici-bank-gain-ahead-of-q3-earnings-hdfc-bank-recovers-partly-12091471.html
20240120074500-116,20240120074500,moneycontrol.com,https://www.moneycontrol.com/news/business/earnings/kotak-mahindra-bank-q3-results-net-profit-up-7-6-asset-quality-healthy-12091861.html,"Kotak Mahindra Bank Q3 Results: Net profit up 7.6%, asset quality healthy",ACCEPTED,True,2024-01-23,2024-01-20 13:15:00+05:30,https://www.moneycontrol.com/news/business/earnings/kotak-mahindra-bank-q3-results-net-profit-up-7-6-asset-quality-healthy-12091861.html
20240120074500-438,20240120074500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/kotak-mahindra-bank-q3-results-pat-rises-8-yoy-to-rs-3005-crore-but-trails-estimates/articleshow/107007128.cms,"Kotak Mahindra Bank Q3 Results: PAT rises 8% YoY to Rs 3,005 crore, but trails estimates",ACCEPTED,True,2024-01-23,2024-01-20 13:15:00+05:30,https://economictimes.indiatimes.com/markets/stocks/earnings/kotak-mahindra-bank-q3-results-pat-rises-8-yoy-to-rs-3005-crore-but-trails-estimates/articleshow/107007128.cms
20240120080000-769,20240120080000,marketscreener.com,https://www.marketscreener.com/quote/stock/KOTAK-MAHINDRA-BANK-LIMIT-46728631/news/India-s-Kotak-Mahindra-Bank-misses-Q3-profit-view-on-higher-loan-provisions-45780259/,India's Kotak Mahindra Bank misses Q3 profit view on higher loan provisions,ACCEPTED,True,2024-01-23,2024-01-20 13:30:00+05:30,https://www.marketscreener.com/quote/stock/KOTAK-MAHINDRA-BANK-LIMIT-46728631/news/India-s-Kotak-Mahindra-Bank-misses-Q3-profit-view-on-higher-loan-provisions-45780259
20240120080000-674,20240120080000,marketscreener.com,https://www.marketscreener.com/quote/stock/KOTAK-MAHINDRA-BANK-LIMIT-46728631/news/India-s-Kotak-Mahindra-Bank-posts-7-6-rise-in-Q3-net-profit-45779397/,India's Kotak Mahindra Bank posts 7.6% rise in Q3 net profit,ACCEPTED,True,2024-01-23,2024-01-20 13:30:00+05:30,https://www.marketscreener.com/quote/stock/KOTAK-MAHINDRA-BANK-LIMIT-46728631/news/India-s-Kotak-Mahindra-Bank-posts-7-6-rise-in-Q3-net-profit-45779397
20240120081500-T1717,20240120081500,zonebourse.com,https://www.zonebourse.com/cours/action/KOTAK-MAHINDRA-BANK-LIMIT-46728631/actualite/La-banque-indienne-Kotak-Mahindra-Bank-affiche-une-hausse-de-7-6-de-son-benefice-net-au-troisie-45779397/,"La banque indienne Kotak Mahindra Bank affiche une hausse de 7,6 % de son bénéfice net au troisième trimestre",ACCEPTED,True,2024-01-23,2024-01-20 13:45:00+05:30,https://www.zonebourse.com/cours/action/KOTAK-MAHINDRA-BANK-LIMIT-46728631/actualite/La-banque-indienne-Kotak-Mahindra-Bank-affiche-une-hausse-de-7-6-de-son-benefice-net-au-troisie-45779397
20240120081500-T1724,20240120081500,zonebourse.com,https://www.zonebourse.com/cours/action/KOTAK-MAHINDRA-BANK-LIMIT-46728631/actualite/La-banque-indienne-Kotak-Mahindra-Bank-n-atteint-pas-son-objectif-de-benefice-au-troisieme-trimes-45780259/,La banque indienne Kotak Mahindra Bank n'atteint pas son objectif de bénéfice au troisième trimestre en raison de provisions pour prêts plus élevées,ACCEPTED,True,2024-01-23,2024-01-20 13:45:00+05:30,https://www.zonebourse.com/cours/action/KOTAK-MAHINDRA-BANK-LIMIT-46728631/actualite/La-banque-indienne-Kotak-Mahindra-Bank-n-atteint-pas-son-objectif-de-benefice-au-troisieme-trimes-45780259
20240120084500-275,20240120084500,moneycontrol.com,https://www.moneycontrol.com/news/business/kotak-mahindra-bank-made-contingent-provision-of-rs-143-crore-on-aif-investments-12092341.html,Kotak Mahindra Bank made contingent provision of Rs 143 crore on AIF investments,ACCEPTED,True,2024-01-23,2024-01-20 14:15:00+05:30,https://www.moneycontrol.com/news/business/kotak-mahindra-bank-made-contingent-provision-of-rs-143-crore-on-aif-investments-12092341.html
20240120091500-153,20240120091500,businesstoday.in,https://www.businesstoday.in/markets/company-stock/story/kotak-mahindra-bank-q3-results-profit-at-rs-3005-crore-nim-at-522-key-highlights-414258-2024-01-20,"Kotak Mahindra Bank Q3 results: Profit at Rs 3,005 crore; NIM at 5.22%. Key highlights",ACCEPTED,True,2024-01-23,2024-01-20 14:45:00+05:30,https://www.businesstoday.in/markets/company-stock/story/kotak-mahindra-bank-q3-results-profit-at-rs-3005-crore-nim-at-522-key-highlights-414258-2024-01-20
20240120094500-158,20240120094500,moneycontrol.com,https://www.moneycontrol.com/news/business/kotak-mahindra-bank-q3-results-top-4-highlights-from-the-earnings-report-12092921.html,Kotak Mahindra Bank Q3 results: Top 4 highlights from the earnings report,ACCEPTED,True,2024-01-23,2024-01-20 15:15:00+05:30,https://www.moneycontrol.com/news/business/kotak-mahindra-bank-q3-results-top-4-highlights-from-the-earnings-report-12092921.html
20240120110000-225,20240120110000,business-standard.com,https://www.business-standard.com/companies/results/kotak-mahindra-s-q3-consolidated-net-up-6-76-to-rs-4-265-cr-nii-jumps-16-124012000337_1.html,"Kotak Mahindra's Q3 consolidated net up 6.76% to Rs 4,265 cr; NII jumps 16%",ACCEPTED,True,2024-01-23,2024-01-20 16:30:00+05:30,https://www.business-standard.com/companies/results/kotak-mahindra-s-q3-consolidated-net-up-6-76-to-rs-4-265-cr-nii-jumps-16-124012000337_1.html
20240120113000-264,20240120113000,moneycontrol.com,https://www.moneycontrol.com/news/business/kotak-mahindra-bank-gives-nod-to-raise-up-to-rs-10000-crore-via-issuance-of-ncds-12093751.html,"Kotak Mahindra Bank gives nod to raise up to Rs 10,000 crore via issuance of NCDs",ACCEPTED,True,2024-01-23,2024-01-20 17:00:00+05:30,https://www.moneycontrol.com/news/business/kotak-mahindra-bank-gives-nod-to-raise-up-to-rs-10000-crore-via-issuance-of-ncds-12093751.html
20240120113000-381,20240120113000,indiainfoline.com,https://www.indiainfoline.com/article/general-others-factiva/kotak-mahindra-hdfc-and-rbl-banks-make-provisions-on-aif-investments-following-rbi-guidelines-1705745375993_1.html,"Kotak Mahindra, HDFC, and RBL Banks Make Provisions on AIF Investments Following RBI Guidelines",ACCEPTED,True,2024-01-23,2024-01-20 17:00:00+05:30,https://www.indiainfoline.com/article/general-others-factiva/kotak-mahindra-hdfc-and-rbl-banks-make-provisions-on-aif-investments-following-rbi-guidelines-1705745375993_1.html
20240120113000-T949,20240120113000,eenadu.net,https://www.eenadu.net/telugu-news/business/kotak-mahindra-bank-net-profit-rises-6.75-pc-to-rs-4265-cr-in-q3/0101/124012761,"Kotak Mahindra Bank: కోటక్‌ మహీంద్రా బ్యాంక్‌ లాభం ₹4,265 కోట్లు",ACCEPTED,True,2024-01-23,2024-01-20 17:00:00+05:30,https://www.eenadu.net/telugu-news/business/kotak-mahindra-bank-net-profit-rises-6.75-pc-to-rs-4265-cr-in-q3/0101/124012761
20240120114500-382,20240120114500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/kotak-mahindra-bank-to-raise-rs-10000-crore-via-ncd/articleshow/107012742.cms,"Kotak Mahindra Bank to raise Rs 10,000 crore via NCD",ACCEPTED,True,2024-01-23,2024-01-20 17:15:00+05:30,https://economictimes.indiatimes.com/markets/stocks/news/kotak-mahindra-bank-to-raise-rs-10000-crore-via-ncd/articleshow/107012742.cms
20240120114500-215,20240120114500,indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/npas-seem-to-be-worry-for-kotak-mahindra-bank-mahantesh-sabarad/articleshow/107011901.cms,Kotak Mahindra Bank: NPAs seem to be a worry for Kotak Mahindra Bank: Mahantesh Sabarad,ACCEPTED,True,2024-01-23,2024-01-20 17:15:00+05:30,https://economictimes.indiatimes.com/markets/expert-view/npas-seem-to-be-worry-for-kotak-mahindra-bank-mahantesh-sabarad/articleshow/107011901.cms
20240120114500-552,20240120114500,prokerala.com,https://www.prokerala.com/news/articles/a1498665.html,"Kotak Mahindra logs Rs 3,005 crore PAT for Q3",ACCEPTED,True,2024-01-23,2024-01-20 17:15:00+05:30,https://www.prokerala.com/news/articles/a1498665.html
