stage,page_title,url,source,DATE,reason
entity_matcher_rejected,market: 15 stocks across m-caps to beat market returns,https://economictimes.indiatimes.com/markets/stocks/news/15-stocks-across-m-caps-to-beat-market-returns/articleshow/106428706.cms,indiatimes.com,20240101010000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,"SBI Cards & Payment Services Ltd Share Price Today, SBICARD Share Price NSE, BSE",https://www.businesstoday.in/stocks/sbi-cards-payment-services-ltd-sbicard-share-price-365561,businesstoday.in,20240101040000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,SBI Card Share Price: Share price of SBI Card jumps as Sensex drops 170.12 points,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-sbi-card-jumps-as-sensex-drops-170-12-points/articleshow/106436689.cms,indiatimes.com,20240101060000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,"Relationship Manager vacancy in SBI Mutual Fund, graduate candidates should apply, job location Rohtak-Haryana. | प्राइवेट नौकरी: SBI Mutual Fund में रिलेशनशिप मैनेजर की वैकेंसी, ग्रेजुएट कैंडिडेट करें अप्लाय, जॉब लोकेशन हरियाणा",https://www.bhaskar.com/career/news/relationship-manager-vacancy-in-sbi-mutual-fund-graduate-candidates-should-apply-job-location-rohtak-haryana-132377066.html,bhaskar.com,20240101104500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,पॅन कार्ड लिंक न केल्यास SBI खाते बंद होणार का? काय आहे संपूर्ण प्रकरण| Will SBI account be closed if PAN card is not linked What is the whole matter,https://www.loksatta.com/business/finance/will-sbi-account-be-closed-if-pan-card-is-not-linked-what-is-the-whole-matter-vrd-88-4133342/,loksatta.com,20240101110000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,SBI की 29 शाखाओं में चुनावी बांड की बिक्री मंगलवार से,http://www.samaylive.com/regional-news-in-hindi/ncr-news-in-hindi/501584/sale-of-electoral-bonds-in-29-branches-of-sbi-from-tuesday.html,samaylive.com,20240101174500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,SBI donates ₹79 lakh to Sankara Nethralaya for medical equipment,https://www.thehindu.com/news/cities/chennai/sbi-donates-79-lakh-to-sankara-nethralaya-for-medical-equipment/article67696526.ece,thehindu.com,20240101200000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Banks' FD rates unlikely to rise further in 2024 - Banking & Finance News,https://www.financialexpress.com/business/banking-finance-banks-fd-rates-unlikely-to-rise-further-in-2024-3352690/,financialexpress.com,20240101220000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,"Business News : these quality stocks sbi cards nmdc shares ugro capital uno minda greenply industries will give good returns in 2024 experts advise to buy them - 2024 में ये क्वालिटी स्टॉक्स देंगे शानदार रिटर्न, एक्सपर्ट्स ने दी खरीदने की सलाह",https://www.livehindustan.com/business/story-these-quality-stocks-sbi-cards-nmdc-shares-ugro-capital-uno-minda-greenply-industries-will-give-good-returns-in-2024-experts-advise-to-buy-them-9146297.html,livehindustan.com,20240102034500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,SBI Card Share Price: SBI Card shares drop 0.37% as Sensex falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/sbi-card-shares-drop-0-37-as-sensex-falls/articleshow/106469814.cms,indiatimes.com,20240102060000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,"SBI bars staff from conclaves, seminars, felicitations till Mar 31",https://www.moneycontrol.com/news/business/sbi-bars-staff-from-conclaves-seminars-felicitations-till-mar-31-11986401.html,moneycontrol.com,20240102063000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,"SBI CBO Exam 2024: Pre- exam training materials available at sbi.co.in, link here",https://www.hindustantimes.com/education/employment-news/sbi-cbo-exam-2024-pre-exam-training-materials-available-at-sbi-co-in-link-here-101704178471312.html,hindustantimes.com,20240102073000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,SBI: పార్టీల‌కు పండుగ‌.. నేటి నుంచి ఎలక్టోరల్‌ బాండ్ల అమ్మ‌కాలు ప్రారంభం..,https://www.prabhanews.com/importantnews/sbi-festival-for-parties-electoral-bond-sales-start-from-today/,prabhanews.com,20240102083000,Entity matcher rejected (no positive signal or matched exclusion)
