record_id,stage,page_title,url,source,DATE,reason
20240402120000-491,entity_matcher_rejected,"Stock markets snap 3-day winning run; Sensex down 110 points on profit-taking, foreign fund outflows",https://www.tribuneindia.com/news/business/stock-markets-snap-3-day-winning-run-sensex-down-110-points-on-profit-taking-foreign-fund-outflows-606627,tribuneindia.com,20240402120000,Entity matcher rejected (no positive signal or matched exclusion)
20240402120000-1424,entity_matcher_rejected,"Stock markets snap three-day winning run; Sensex down 110 points on profit-taking, foreign fund outflows",https://www.thehindu.com/business/markets/stock-markets-snap-three-day-winning-run-sensex-down-110-points-on-profit-taking-foreign-fund-outflows/article68019609.ece,thehindu.com,20240402120000,Entity matcher rejected (no positive signal or matched exclusion)
20240402121500-177,entity_matcher_rejected,Stock Market Sectors: Stock market update: Power stocks up as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-falls/articleshow/108976793.cms,indiatimes.com,20240402121500,Entity matcher rejected (no positive signal or matched exclusion)
20240402150000-1463,entity_matcher_rejected,"Sensex down 110 pts on profit-taking, foreign fund outflows",https://www.thehindubusinessline.com/markets/sensex-down-110-pts-on-profit-taking-foreign-fund-outflows/article68019583.ece,thehindubusinessline.com,20240402150000,Entity matcher rejected (no positive signal or matched exclusion)
20240402150000-578,entity_matcher_rejected,"Sensex down 111 pts on profit-taking, foreign fund outflows",https://www.rediff.com/business/report/sensex-down-111-pts-on-profit-taking-foreign-fund-outflows/20240402.htm,rediff.com,20240402150000,Entity matcher rejected (no positive signal or matched exclusion)
20240402151500-624,entity_matcher_rejected,"Stock Markets Snap 3-day Winning Run; Sensex Down 110 Pts On Profit-taking, Foreign Fund Outflows",https://zeenews.india.com/markets/stock-markets-snap-3-day-winning-run-sensex-down-110-pts-on-profit-taking-foreign-fund-outflows-2736484.html,india.com,20240402151500,Entity matcher rejected (no positive signal or matched exclusion)
20240402151500-181,entity_matcher_rejected,"NHPC Ltd Share Price Today: NHPC Ltd Stock Price Live NSE/BSE, NHPC Ltd Latest News, Quotes and Financial Results",https://www.business-standard.com/markets/nhpc-ltd-share-price-12584.html,business-standard.com,20240402151500,Entity matcher rejected (no positive signal or matched exclusion)
20240402151500-T1390,entity_matcher_rejected,"Share Market में तीन दिन से जारी तेजी पर लगा ब्रेक, Sensex 111 अंक टूटा There Was A Break In The Bullish Trend In The Share Market Which Has Been Going On For Three Days, Sensex Fell By 111 Points",https://www.punjabkesari.com/business-news/there-was-a-break-in-the-bullish-trend-in-the-share-market-which-has-been-going-on-for-three-days-sensex-fell-by-111-points/,punjabkesari.com,20240402151500,Entity matcher rejected (no positive signal or matched exclusion)
20240402164500-T740,entity_matcher_rejected,Teljesen szétcsúszott a költségvetés,https://www.portfolio.hu/podcast/20240402/teljesen-szetcsuszott-a-koltsegvetes-678145,portfolio.hu,20240402164500,Entity matcher rejected (no positive signal or matched exclusion)
20240402180000-1488,entity_matcher_rejected,Trade setup for Wednesday: 15 things to know before opening bell,https://www.moneycontrol.com/news/business/markets/trade-setup-for-wednesday-15-things-to-know-before-opening-bell-27-12563901.html,moneycontrol.com,20240402180000,Entity matcher rejected (no positive signal or matched exclusion)
20240402190000-184,entity_matcher_rejected,Poor nations are writing a new handbook for getting rich,https://economictimes.indiatimes.com/news/international/business/poor-nations-are-writing-a-new-handbook-for-getting-rich/articleshow/108983608.cms,indiatimes.com,20240402190000,Entity matcher rejected (no positive signal or matched exclusion)
20240402210000-1978,entity_matcher_rejected,Improving employee experience in the AI-powered hybrid workplace on Microsoft Cloud,https://www.cio.com/article/472767/improving-employee-experience-in-the-ai-powered-hybrid-workplace-on-microsoft-cloud.html,cio.com,20240402210000,Entity matcher rejected (no positive signal or matched exclusion)
20240402223000-T1598,entity_matcher_rejected,"Estudiante chileno gana el título de ""mejor programador del mundo"" en TCS CodeVita 2024",http://www.ebizlatam.com/estudiante-chileno-gana-el-titulo-de-mejor-programador-del-mundo-en-tcs-codevita-2024/,ebizlatam.com,20240402223000,Entity matcher rejected (no positive signal or matched exclusion)
20240403001500-1055,entity_matcher_rejected,15 Countries with the Largest Budget Deficit as a Percent of GDP,https://www.insidermonkey.com/blog/15-countries-with-the-largest-budget-deficit-as-a-percent-of-gdp-1283097/,insidermonkey.com,20240403001500,Entity matcher rejected (no positive signal or matched exclusion)
20240403010000-T637,entity_matcher_rejected,"Stock Market Prediction Today earning opportunity in these stocks including Tanla Platforms and MMTC will you bet: आज Tanla Platforms और MMTC सहित इन शेयरों में कमाई का मौका, क्‍या लगाएंगे दांव",https://navbharattimes.indiatimes.com/business/share-market/share-news/stock-market-prediction-today-earning-opportunity-in-these-stocks-including-tanla-platforms-and-mmtc-will-you-bet/articleshow/108983296.cms,indiatimes.com,20240403010000,Entity matcher rejected (no positive signal or matched exclusion)
20240403023000-551,entity_matcher_rejected,"Stock markets snap 3-day winning run; Sensex down 110 pts on profit-taking, foreign fund outflows",https://www.dailyexcelsior.com/stock-markets-snap-3-day-winning-run-sensex-down-110-pts-on-profit-taking-foreign-fund-outflows/,dailyexcelsior.com,20240403023000,Entity matcher rejected (no positive signal or matched exclusion)
20240403023000-789,entity_matcher_rejected,IT earnings: IT sector's challenges persist in Q4; guidance for FY25 in focus,https://economictimes.indiatimes.com/tech/information-tech/it-sectors-challenges-persist-in-q4-guidance-for-fy25-in-focus/articleshow/108982279.cms,indiatimes.com,20240403023000,Entity matcher rejected (no positive signal or matched exclusion)
20240403023000-571,entity_matcher_rejected,Wealthtech startups rake in funds; ads on sound box coming soon!,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/wealthtech-startups-rake-in-funds-ads-on-sound-box-coming-soon/articleshow/108988615.cms,indiatimes.com,20240403023000,Entity matcher rejected (no positive signal or matched exclusion)
20240403050000-1004,entity_matcher_rejected,Stock Market Sectors: Stock market update: Sugar stocks up as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-falls/articleshow/108992377.cms,indiatimes.com,20240403050000,Entity matcher rejected (no positive signal or matched exclusion)
20240403051500-532,entity_matcher_rejected,Electoral Bonds: The Quid Pro Quo Factor,https://www.rediff.com/news/column/electoral-bonds-the-quid-pro-quo-factor/20240403.htm,rediff.com,20240403051500,Entity matcher rejected (no positive signal or matched exclusion)
20240403053000-864,entity_matcher_rejected,Stock Market Sectors: Stock market update: FMCG stocks down as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-rises/articleshow/108993163.cms,indiatimes.com,20240403053000,Entity matcher rejected (no positive signal or matched exclusion)
20240403053000-286,entity_matcher_rejected,Indices: Stock market update: Nifty IT index advances 0.88% in a weak market,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-88-in-a-weak-market/articleshow/108992704.cms,indiatimes.com,20240403053000,Entity matcher rejected (no positive signal or matched exclusion)
20240403054500-1028,entity_matcher_rejected,Stock Market Sectors: Stock market update: Fertilisers stocks up as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-falls/articleshow/108993477.cms,indiatimes.com,20240403054500,Entity matcher rejected (no positive signal or matched exclusion)
20240403060000-264,entity_matcher_rejected,Tata Digital launches the super app 'Tata Neu',https://her.yourstory.com:443/2022/04/tata-digital-launches-super-app-neu-airasia-bigbasket-croma-westside-cliq,yourstory.com,20240403060000,Entity matcher rejected (no positive signal or matched exclusion)
20240403060000-1017,entity_matcher_rejected,Tata Digital launches the super app 'Tata Neu',https://yourstory.com:443/2022/04/tata-digital-launches-super-app-neu-airasia-bigbasket-croma-westside-cliq,yourstory.com,20240403060000,Entity matcher rejected (no positive signal or matched exclusion)
20240403061500-838,entity_matcher_rejected,Stock Market Sectors: Stock market update: Power stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-rises/articleshow/108994255.cms,indiatimes.com,20240403061500,Entity matcher rejected (no positive signal or matched exclusion)
20240403063000-1383,entity_matcher_rejected,Stock Market Sectors: Stock market update: Mining stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/108994819.cms,indiatimes.com,20240403063000,Entity matcher rejected (no positive signal or matched exclusion)
20240403111500-T1301,entity_matcher_rejected,"Sensex लुढ़का, लेकिन छोटे और मझोले शेयरों में तूफानी तेजी, निवेशकों ने ₹1.83 लाख करोड़ कमाए",https://hindi.moneycontrol.com/news/markets/share-market-today-sensex-down-but-mid-smallcaps-rise-investor-earns-rs-1-83-lakh-crore-in-a-day-1886661.html,moneycontrol.com,20240403111500,Entity matcher rejected (no positive signal or matched exclusion)
20240403113000-363,entity_matcher_rejected,Stock Market Sectors: Stock market update: Mining stocks up as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-falls/articleshow/109005506.cms,indiatimes.com,20240403113000,Entity matcher rejected (no positive signal or matched exclusion)
20240403113000-972,entity_matcher_rejected,Stock Market Sectors: Stock market update: Sugar stocks up as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-falls/articleshow/109004906.cms,indiatimes.com,20240403113000,Entity matcher rejected (no positive signal or matched exclusion)
20240403113000-1058,entity_matcher_rejected,Stock Market Sectors: Stock market update: Power stocks up as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-falls/articleshow/109004742.cms,indiatimes.com,20240403113000,Entity matcher rejected (no positive signal or matched exclusion)
20240403113000-556,entity_matcher_rejected,"Top Gainers and Losers today on 3 April, 2024: Shriram Finance, NTPC, Nestle India, Bajaj Auto among most active stocks; Check full list here",https://www.livemint.com/market/stock-market-news/top-gainers-and-losers-today-on-3-april-2024-shriram-finance-ntpc-nestle-india-bajaj-auto-among-most-active-stocks-check-full-list-here-11712140398434.html,livemint.com,20240403113000,Entity matcher rejected (no positive signal or matched exclusion)
20240403114500-1173,entity_matcher_rejected,Stock Market Sectors: Stock market update: Fertilisers stocks up as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-falls/articleshow/109005913.cms,indiatimes.com,20240403114500,Entity matcher rejected (no positive signal or matched exclusion)
20240403121500-1527,entity_matcher_rejected,active stocks: Share market update: Most active stocks of the day in terms of traded value,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/109006508.cms,indiatimes.com,20240403121500,Entity matcher rejected (no positive signal or matched exclusion)
20240403130000-1020,entity_matcher_rejected,Stock Market Sectors: Stock market update: FMCG stocks down as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-falls/articleshow/109007732.cms,indiatimes.com,20240403130000,Entity matcher rejected (no positive signal or matched exclusion)
20240403130000-1602,entity_matcher_rejected,Indices: Stock market update: Nifty IT index advances 0.73%,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-73/articleshow/109007499.cms,indiatimes.com,20240403130000,Entity matcher rejected (no positive signal or matched exclusion)
20240403131500-426,entity_matcher_rejected,14th TCS Clark Animo International Marathon a resounding success,https://punto.com.ph/14th-tcs-clark-animo-international-marathon-a-resounding-success/,punto.com.ph,20240403131500,Entity matcher rejected (no positive signal or matched exclusion)
20240403133000-364,entity_matcher_rejected,"BSNL asks Nokia, ZTE for help with homegrown 4G core – report",https://www.lightreading.com/2g-3g-4g/bsnl-asks-nokia-zte-for-help-with-homegrown-4g-core-report,lightreading.com,20240403133000,Entity matcher rejected (no positive signal or matched exclusion)
20240403143000-1049,entity_matcher_rejected,IT hiring shows signs of life; Amazon seller Appario sold,https://economictimes.indiatimes.com/tech/newsletters/tech-top-5/respite-for-it-hiring-amazon-indias-appario-sold-to-clicktech/articleshow/109009416.cms,indiatimes.com,20240403143000,Entity matcher rejected (no positive signal or matched exclusion)
20240403150000-560,entity_matcher_rejected,Poor nations are writing a new handbook for getting rich,https://www.seattletimes.com/business/poor-nations-are-writing-a-new-handbook-for-getting-rich/,seattletimes.com,20240403150000,Entity matcher rejected (no positive signal or matched exclusion)
20240403160000-1817,entity_matcher_rejected,THE 14TH TCS CLARK ANIMO INTERNATIONAL MARATHON 2024,https://businessmirror.com.ph/2024/04/03/the-14th-tcs-clark-animo-international-marathon-2024/,businessmirror.com.ph,20240403160000,Entity matcher rejected (no positive signal or matched exclusion)
20240403163000-T653,entity_matcher_rejected,TCS übernimmt Gastronomie in Flaach: Spanier und Schwedin sollen Restaurant aus Misere führen,https://www.landbote.ch/tcs-uebernimmt-gastronomie-in-flaach-spanier-und-schwedin-sollen-restaurant-aus-misere-fuehren-669536806747,landbote.ch,20240403163000,Entity matcher rejected (no positive signal or matched exclusion)
20240403171500-1955,entity_matcher_rejected,"BSNL dials Nokia, ZTE to integrate legacy networks with 4G, Telecom News, ET Telecom",https://telecom.economictimes.indiatimes.com/news/industry/bsnl-dials-nokia-zte-to-integrate-legacy-networks-with-4g/108970768,indiatimes.com,20240403171500,Entity matcher rejected (no positive signal or matched exclusion)
20240403184500-2046,entity_matcher_rejected,"Top IT firms expect double-digit sales growth; Wipro, Tech M to lead revenue performance",https://www.rashtranews.com/top-it-firms-expect-double-digit-sales-growth-wipro-tech-m-to-lead-revenue-performance/,rashtranews.com,20240403184500,Entity matcher rejected (no positive signal or matched exclusion)
20240404021500-879,entity_matcher_rejected,"NSE to launch 4 new indices in cash, F&O segment from Apr 8",https://www.financialexpress.com/market/nse-to-launch-4-new-indices-in-cash-fampo-segment-from-apr-8-3445608/,financialexpress.com,20240404021500,Entity matcher rejected (no positive signal or matched exclusion)
20240404061500-36,entity_matcher_rejected,Stock Market Sectors: Stock market update: Power stocks up as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-falls/articleshow/109024336.cms,indiatimes.com,20240404061500,Entity matcher rejected (no positive signal or matched exclusion)
20240404063000-256,entity_matcher_rejected,Stock Market Sectors: Stock market update: Mining stocks down as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-rises/articleshow/109024862.cms,indiatimes.com,20240404063000,Entity matcher rejected (no positive signal or matched exclusion)
20240404063000-1182,entity_matcher_rejected,Indices: Stock market update: Nifty IT index advances 0.49% in a weak market,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-49-in-a-weak-market/articleshow/109025049.cms,indiatimes.com,20240404063000,Entity matcher rejected (no positive signal or matched exclusion)
20240404063000-462,entity_matcher_rejected,"Rahul Gandhi stock portfolio: ITC, ICICI Bank and Titan among 25 stocks in Rahul Gandhi's Rs 4.30 crore stock portfolio",https://economictimes.indiatimes.com/markets/stocks/news/itc-icici-bank-and-titan-among-25-stocks-in-rahul-gandhis-rs-4-30-crore-stock-portfolio/articleshow/109024901.cms,indiatimes.com,20240404063000,Entity matcher rejected (no positive signal or matched exclusion)
20240404071500-661,entity_matcher_rejected,"Rahul Gandhi Declares Rs 20 crore Assets: Rs 55,000 Cash, Stocks And MF Investments And More",https://www.indiatimes.com/worth/news/from-rs-55000-cash-to-stock-investments-rahul-gandhi-declares-details-of-his-income-ahead-of-lok-sabha-elections-631552.html,indiatimes.com,20240404071500,Entity matcher rejected (no positive signal or matched exclusion)
20240404074500-945,entity_matcher_rejected,"ITC, ICICI Bank, Pidilite, Titan Among 25 Shares In Rahul Gandhi's Rs 4.30-Crore Portfolio",https://www.news18.com/business/itc-icici-bank-titan-among-25-stocks-in-rahul-gandhis-rs-4-30-crore-portfolio-8839404.html,news18.com,20240404074500,Entity matcher rejected (no positive signal or matched exclusion)
20240404080000-645,entity_matcher_rejected,"The trillion rupee club: 80 firms with Rs 1 trilion in marketcap in FY24, up from 48 previous fiscal",https://www.moneycontrol.com/news/business/markets/the-trillion-rupee-club-80-firms-with-rs-1-trilion-in-marketcap-in-fy24-up-from-48-previous-fiscal-12571821.html,moneycontrol.com,20240404080000,Entity matcher rejected (no positive signal or matched exclusion)
20240404081500-710,entity_matcher_rejected,Rahul Gandhi declares total assets worth Rs 20 crore,https://pragativadi.com/rahul-gandhi-declares-total-assets-worth-rs-20-crore/,pragativadi.com,20240404081500,Entity matcher rejected (no positive signal or matched exclusion)
20240404090000-639,entity_matcher_rejected,Congress Leader Rahul Gandhi Vs CPI's Annie Raja: Know Who Is Richer? | India News,https://zeenews.india.com/india/congress-leader-rahul-gandhi-vs-cpis-annie-raja-know-who-is-richer-2737002.html,india.com,20240404090000,Entity matcher rejected (no positive signal or matched exclusion)
20240404090000-713,entity_matcher_rejected,"Rahul Gandhi's portfolio: A look at Congress MP's stocks, mutual funds and SGBs",https://www.theweek.in/news/biz-tech/2024/04/04/rahul-gandhi-portfolio-stocks-mutual-funds-sovereign-gold-bond.html,theweek.in,20240404090000,Entity matcher rejected (no positive signal or matched exclusion)
20240404090000-694,entity_matcher_rejected,Battle of Wayanad 2024: Rahul Gandhi holds shares valued at ₹4.3 crore. What are Annie Raja's total assets?,https://www.livemint.com/politics/news/rahul-gandhi-declares-assets-worth-rs-20-crore-files-paper-for-wayanad-annie-raja-lok-sabha-stocks-mutual-funds-sgb-11712195610201.html,livemint.com,20240404090000,Entity matcher rejected (no positive signal or matched exclusion)
20240404090000-803,entity_matcher_rejected,NSE to Broadcast 4 Additional Indices on Terminals from 8th April,https://www.moneylife.in/article/nse-to-broadcast-4-additional-indices-on-terminals-from-8th-april/73869.html,moneylife.in,20240404090000,Entity matcher rejected (no positive signal or matched exclusion)
20240404101500-105,entity_matcher_rejected,Gen Z demands a rethink of permanent employment,https://it-online.co.za/2024/04/04/gen-z-demands-a-rethink-of-permanent-employment/,it-online.co.za,20240404101500,Entity matcher rejected (no positive signal or matched exclusion)
20240404111500-531,entity_matcher_rejected,"ITC, ICICI Bank, Bajaj Finance in the list of 25 shares held by Rahul Gandhi; Here are details of his portfolio - Market News",https://www.financialexpress.com/market/itc-icici-bank-bajaj-finance-in-the-list-of-25-shares-held-by-rahul-gandhi-here-are-details-of-his-portfolio-3446251/,financialexpress.com,20240404111500,Entity matcher rejected (no positive signal or matched exclusion)
