article_id,ticker,headline,url,canonical_url,source,published_at,trading_date,timestamp_basis
20240101090000-539,TCS.NS,"TCS under fire for allegedly forcing transfers, employees union, NITES cries foul",https://www.livemint.com/companies/news/tcs-under-fire-for-allegedly-forcing-transfers-employees-union-nites-cries-foul-11704090940688.html,https://www.livemint.com/companies/news/tcs-under-fire-for-allegedly-forcing-transfers-employees-union-nites-cries-foul-11704090940688.html,livemint.com,2024-01-01T14:30:00+05:30,2024-01-01,gdelt_gkg_observation
20240101114500-532,TCS.NS,Maharashtra labour department issues notice to TCS over 'unfair' transfer practices,https://www.moneycontrol.com/news/business/maharashtra-government-issues-notice-to-tcs-over-transfer-practices-11983801.html,https://www.moneycontrol.com/news/business/maharashtra-government-issues-notice-to-tcs-over-transfer-practices-11983801.html,moneycontrol.com,2024-01-01T17:15:00+05:30,2024-01-02,gdelt_gkg_observation
20240101124500-128,TCS.NS,TCS: Maharashtra Labour Department issues notice to TCS over 'forced' transfers,https://economictimes.indiatimes.com/tech/information-tech/maharashtra-labour-department-issues-notice-to-tcs-over-forced-transfers/articleshow/106455325.cms,https://economictimes.indiatimes.com/tech/information-tech/maharashtra-labour-department-issues-notice-to-tcs-over-forced-transfers/articleshow/106455325.cms,indiatimes.com,2024-01-01T18:15:00+05:30,2024-01-02,gdelt_gkg_observation
20240101150000-T1185,TCS.NS,"TCS - trzech Polaków w drugiej serii w Ga-Pa, prowadzi Kobaya…","https://radio.opole.pl/104,783150,tcs-trzech-polakow-w-drugiej-serii-w-ga-pa-prowa","https://radio.opole.pl/104,783150,tcs-trzech-polakow-w-drugiej-serii-w-ga-pa-prowa",radio.opole.pl,2024-01-01T20:30:00+05:30,2024-01-02,gdelt_gkg_observation
20240101160000-154,TCS.NS,"Maharashtra Labour Department issues notice to TCS over 'forced' transfers, ET Telecom",https://telecom.economictimes.indiatimes.com/news/enterprise-services/maharashtra-labour-department-issues-notice-to-tcs-over-forced-transfers/106455164,https://telecom.economictimes.indiatimes.com/news/enterprise-services/maharashtra-labour-department-issues-notice-to-tcs-over-forced-transfers/106455164,indiatimes.com,2024-01-01T21:30:00+05:30,2024-01-02,gdelt_gkg_observation
20240102021500-173,TCS.NS,IT union accuses TCS of stopping pay to 900 staff,https://www.financialexpress.com/business/industry-it-union-accuses-tcs-of-stopping-pay-to-900-staff-3352729/,https://www.financialexpress.com/business/industry-it-union-accuses-tcs-of-stopping-pay-to-900-staff-3352729/,financialexpress.com,2024-01-02T07:45:00+05:30,2024-01-02,gdelt_gkg_observation
20240102023000-820,TCS.NS,TCS Transfer Policy: Maharashtra labour department sends notice to TCS over transfers,https://timesofindia.indiatimes.com/business/india-business/maharashtra-labour-department-sends-notice-to-tcs-over-transfers/articleshow/106462284.cms,https://timesofindia.indiatimes.com/business/india-business/maharashtra-labour-department-sends-notice-to-tcs-over-transfers/articleshow/106462284.cms,indiatimes.com,2024-01-02T08:00:00+05:30,2024-01-02,gdelt_gkg_observation
20240102034500-796,TCS.NS,"Infosys, TCS, Wipro, Cyient, Mphasis, Persistent, Coforge shares: What to watch in Q3 results?",https://www.businesstoday.in/markets/stock-picks/story/infosys-tcs-wipro-cyient-mphasis-persistent-coforge-shares-what-to-watch-in-q3-results-411483-2024-01-02,https://www.businesstoday.in/markets/stock-picks/story/infosys-tcs-wipro-cyient-mphasis-persistent-coforge-shares-what-to-watch-in-q3-results-411483-2024-01-02,businesstoday.in,2024-01-02T09:15:00+05:30,2024-01-02,gdelt_gkg_observation
20240102040000-383,TCS.NS,"Meet IIT graduate hired by TCS, he used to get Rs 4.3 crore salary, promoted to CEO with salary of just Rs…",https://www.dnaindia.com/education/report-meet-iit-graduate-hired-by-tcs-he-used-to-get-rs-43-crore-salary-promoted-to-ceo-with-salary-of-just-rs-3073274,https://www.dnaindia.com/education/report-meet-iit-graduate-hired-by-tcs-he-used-to-get-rs-43-crore-salary-promoted-to-ceo-with-salary-of-just-rs-3073274,dnaindia.com,2024-01-02T09:30:00+05:30,2024-01-02,gdelt_gkg_observation
20240102061500-759,TCS.NS,"Stocks To Watch On 2 January: LIC, HUL, TCS And Others In News",https://business.outlookindia.com/markets/stocks-to-watch-on-2-january-lic-hul-tcs-and-others-in-news,https://business.outlookindia.com/markets/stocks-to-watch-on-2-january-lic-hul-tcs-and-others-in-news,outlookindia.com,2024-01-02T11:45:00+05:30,2024-01-02,gdelt_gkg_observation
