stage,page_title,url,source,DATE,reason
entity_matcher_rejected,"SBI저축은행, 임금 삭감 없는 주 4일제 도입…""금융권 최초""",https://www.busan.com/view/busan/view.php?code=2024040110140293702,busan.com,20240401020000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,How Rajasthan's Kalbeliya community inspired SBI Youth for India Fellow Viveka Advani to strive for change,https://social.yourstory.com:443/2021/04/rajasthans-kalbeliya-community-inspired-sbi-youth-viveka-advani,yourstory.com,20240401060000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,"SBI저축은행, 업계 최초 임금 삭감 없는 주4일 근무제 시범 도입",https://www.viva100.com/main/view.php?key=20240401010000106,viva100.com,20240401060000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,"﻿SBI저축은행, 주 4일제 시범 도입",https://www.newspim.com/news/view/20240401000782,newspim.com,20240401061500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,"IRDAI new regulation on surrender charges decoded; SBI Life, LIC top buy in insurance space now",https://economictimes.indiatimes.com/markets/stocks/news/irdai-new-regulation-on-surrender-charges-decoded-sbi-life-lic-top-buy-in-insurance-space-now/articleshow/108935124.cms,indiatimes.com,20240401070000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,SBI、南都銀行にスマホアプリ提供 口座開設や送金完結,https://www.nikkei.com/article/DGXZQOUB294630Z20C24A3000000/,nikkei.com,20240401080000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,住信SBIネット銀行、量子技術による新産業創出協議会に特別会員として参画：紀伊民報AGARA｜和歌山県のニュースサイト,https://www.agara.co.jp/article/361355,agara.co.jp,20240401083000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,PM Modi sets high expectations for RBI in the next decade as it marks 90 years,https://www.businesstoday.in/industry/banks/story/pm-modi-sets-high-expectations-for-rbi-in-the-next-decade-as-it-marks-90-years-423720-2024-04-01,businesstoday.in,20240401101500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,住信SBIネット銀行、量子技術による新産業創出協議会に特別会員として参画,https://japan.cnet.com/release/30959518/,cnet.com,20240401104500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,क्या आपका भी SBI ऑनलाइन ऐप नहीं कर रहा काम? आज नहीं मिलेगी ये सर्विस,https://hindi.moneycontrol.com/news/your-money/sbi-bank-online-service-will-not-work-today-due-to-financial-year-closing-1882091.html,moneycontrol.com,20240401120000,Entity matcher rejected (no positive signal or matched exclusion)
