article_id,ticker,headline,url,canonical_url,source,published_at,trading_date,timestamp_basis,human_label,human_notes
20250101090000-T1628,TCS.NS,"TCS Q3 results: 9 जनवरी को होगा रिजल्ट का ऐलान, तीसरे डिविडेंड के लिए रिकॉर्ड डेट फाइनल; स्टॉक पर रखें नजर - tcs q3 results result will be announced on 9th january record date for third dividend keep an eye on final stock",https://hindi.business-standard.com/companies/tcs-q3-results-result-will-be-announced-on-9th-january-record-date-for-third-dividend-keep-an-eye-on-final-stock-id-399196,https://hindi.business-standard.com/companies/tcs-q3-results-result-will-be-announced-on-9th-january-record-date-for-third-dividend-keep-an-eye-on-final-stock-id-399196,business-standard.com,2025-01-01T14:30:00+05:30,2025-01-01,gdelt_gkg_observation,DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250102053000-736,TCS.NS,H-1B visa: Indian IT biggies like TCS & HCLTech may have nothing to worry about when it comes to H-1B visa changes,https://economictimes.indiatimes.com/nri/work/indian-it-biggies-like-tcs-hcltech-may-have-nothing-to-worry-about-when-it-comes-to-h-1b-visa-changes/articleshow/116871975.cms,https://economictimes.indiatimes.com/nri/work/indian-it-biggies-like-tcs-hcltech-may-have-nothing-to-worry-about-when-it-comes-to-h-1b-visa-changes/articleshow/116871975.cms,indiatimes.com,2025-01-02T11:00:00+05:30,2025-01-02,gdelt_gkg_observation,DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250102063000-747,TCS.NS,"TCS dividend record date announced; check Q3 results date, share price target & more",https://www.businesstoday.in/markets/company-stock/story/tcs-dividend-record-date-announced-check-q3-results-date-share-price-target-more-459281-2025-01-02,https://www.businesstoday.in/markets/company-stock/story/tcs-dividend-record-date-announced-check-q3-results-date-share-price-target-more-459281-2025-01-02,businesstoday.in,2025-01-02T12:00:00+05:30,2025-01-02,gdelt_gkg_observation,DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250102093000-795,TCS.NS,"TCS, Wipro, Infosys, HCL: US H-1B visa policy reforms can positively affect the Indian IT firms- Report",https://www.businesstoday.in/nri/visa/story/tcs-wipro-infosys-hcl-us-h-1b-visa-policy-reforms-can-positively-affect-the-indian-it-firms-report-459306-2025-01-02,https://www.businesstoday.in/nri/visa/story/tcs-wipro-infosys-hcl-us-h-1b-visa-policy-reforms-can-positively-affect-the-indian-it-firms-report-459306-2025-01-02,businesstoday.in,2025-01-02T15:00:00+05:30,2025-01-02,gdelt_gkg_observation,DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250105050000-241,TCS.NS,"TCS Q3 results, FII action among 8 factors that could keep D-Street on toes this week",https://economictimes.indiatimes.com/markets/stocks/news/-fii-action-among-8-factors-that-could-keep-d-street-on-toes-this-week/articleshow/116957819.cms,https://economictimes.indiatimes.com/markets/stocks/news/-fii-action-among-8-factors-that-could-keep-d-street-on-toes-this-week/articleshow/116957819.cms,indiatimes.com,2025-01-05T10:30:00+05:30,2025-01-06,gdelt_gkg_observation,DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250105063000-460,TCS.NS,"H-1B visa: TCS, Infosys & other Indian-origin tech firms corner 1/5th of H-1B visas issued by US",https://economictimes.indiatimes.com/nri/work/tcs-infosys-other-indian-origin-tech-firms-corner-1/5th-of-h-1b-visas-issued-by-us/articleshow/116959388.cms,https://economictimes.indiatimes.com/nri/work/tcs-infosys-other-indian-origin-tech-firms-corner-1/5th-of-h-1b-visas-issued-by-us/articleshow/116959388.cms,indiatimes.com,2025-01-05T12:00:00+05:30,2025-01-06,gdelt_gkg_observation,DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250105100000-183,TCS.NS,"Q3 results: TCS, DMart among 36 companies to announce earnings this week",https://economictimes.indiatimes.com/markets/stocks/news/q3-results-tcs-dmart-among-36-companies-to-announce-earnings-this-week/articleshow/116962319.cms,https://economictimes.indiatimes.com/markets/stocks/news/q3-results-tcs-dmart-among-36-companies-to-announce-earnings-this-week/articleshow/116962319.cms,indiatimes.com,2025-01-05T15:30:00+05:30,2025-01-06,gdelt_gkg_observation,DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250105100000-136,TCS.NS,"Market cap of HDFC Bank, TCS, SBI decline nearly by Rs 1 lakh crore this week; RIL, ITC emerge winners",https://www.financialexpress.com/market/market-cap-of-hdfc-bank-tcs-sbi-decline-nearly-by-rs-1-lakh-crore-this-week-ril-itc-emerge-winners-3707624/,https://www.financialexpress.com/market/market-cap-of-hdfc-bank-tcs-sbi-decline-nearly-by-rs-1-lakh-crore-this-week-ril-itc-emerge-winners-3707624/,financialexpress.com,2025-01-05T15:30:00+05:30,2025-01-06,gdelt_gkg_observation,DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250105110000-194,TCS.NS,"TCS, Infosys & other Indian-origin tech firms corner 1/5th of H-1B visas issued by US, ET Telecom",https://telecom.economictimes.indiatimes.com/news/enterprise-services/tcs-infosys-other-indian-origin-tech-firms-corner-1/5th-of-h-1b-visas-issued-by-us/116959916,https://telecom.economictimes.indiatimes.com/news/enterprise-services/tcs-infosys-other-indian-origin-tech-firms-corner-1/5th-of-h-1b-visas-issued-by-us/116959916,indiatimes.com,2025-01-05T16:30:00+05:30,2025-01-06,gdelt_gkg_observation,DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250105113000-651,TCS.NS,"H-1B visa: Indian tech companies dominate allocations. Infosys, TCS lead with maximum recipients",https://www.businesstoday.in/nri/visa/story/h-1b-visa-indian-tech-companies-dominate-allocations-infosys-tcs-lead-with-maximum-recipients-459624-2025-01-05,https://www.businesstoday.in/nri/visa/story/h-1b-visa-indian-tech-companies-dominate-allocations-infosys-tcs-lead-with-maximum-recipients-459624-2025-01-05,businesstoday.in,2025-01-05T17:00:00+05:30,2025-01-06,gdelt_gkg_observation,DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250105163000-85,TCS.NS,"TCS to make Millennium Towers its transit building in Visakhapatnam, to start functioning with 2,000 employees",https://www.thehindu.com/news/cities/Visakhapatnam/tcs-to-make-millennium-towers-its-transit-building-in-visakhapatnam-to-start-functioning-with-2000-employees/article69064889.ece,https://www.thehindu.com/news/cities/Visakhapatnam/tcs-to-make-millennium-towers-its-transit-building-in-visakhapatnam-to-start-functioning-with-2000-employees/article69064889.ece,thehindu.com,2025-01-05T22:00:00+05:30,2025-01-06,gdelt_gkg_observation,DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250105170000-289,TCS.NS,Indian Tech Firms Dominate H-1B Visa Issuance With Infosys And TCS Leading In 2024,https://www.oneindia.com/international/indian-tech-firms-dominate-h-1b-visa-issuance-with-infosys-and-tcs-leading-in-2024-011-4034049.html,https://www.oneindia.com/international/indian-tech-firms-dominate-h-1b-visa-issuance-with-infosys-and-tcs-leading-in-2024-011-4034049.html,oneindia.com,2025-01-05T22:30:00+05:30,2025-01-06,gdelt_gkg_observation,DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250106041500-T174,TCS.NS,"Q3 results: TCS, DMart से लेकर IREDA तक, इस हफ़्ते इन कंपनियों के आएंगे नतीजे; स्टॉक्स पर रखें नजर - q3 results tcs dmart to ireda results of these companies will come this week",https://hindi.business-standard.com/markets/share-market/q3-results-tcs-dmart-to-ireda-results-of-these-companies-will-come-this-week-id-400601,https://hindi.business-standard.com/markets/share-market/q3-results-tcs-dmart-to-ireda-results-of-these-companies-will-come-this-week-id-400601,business-standard.com,2025-01-06T09:45:00+05:30,2025-01-06,gdelt_gkg_observation,DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250106064500-57,TCS.NS,"TCS, Infosys & other Indian-origin tech firms corner 1/5th of H-1B visas issued by US, ET CIO",https://cio.economictimes.indiatimes.com/news/corporate-news/tcs-infosys-other-indian-origin-tech-firms-corner-1/5th-of-h-1b-visas-issued-by-us/116981532,https://cio.economictimes.indiatimes.com/news/corporate-news/tcs-infosys-other-indian-origin-tech-firms-corner-1/5th-of-h-1b-visas-issued-by-us/116981532,indiatimes.com,2025-01-06T12:15:00+05:30,2025-01-06,gdelt_gkg_observation,DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250106073000-197,TCS.NS,"TCS, Infosys and other Indian IT companies in 10 biggest beneficiaries of H-1B visa list",https://timesofindia.indiatimes.com/technology/tech-news/tcs-infosys-and-other-indian-it-companies-in-10-biggest-beneficiaries-of-h-1b-visa-list/articleshow/116984543.cms,https://timesofindia.indiatimes.com/technology/tech-news/tcs-infosys-and-other-indian-it-companies-in-10-biggest-beneficiaries-of-h-1b-visa-list/articleshow/116984543.cms,indiatimes.com,2025-01-06T13:00:00+05:30,2025-01-06,gdelt_gkg_observation,DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250106104500-332,TCS.NS,"TCS, Infosys, HCL Technologies, Coforge: Which IT stock to buy ahead of Q3 results",https://www.businesstoday.in/markets/stocks/story/tcs-infosys-hcl-technologies-coforge-which-it-stock-to-buy-ahead-of-q3-results-459702-2025-01-06,https://www.businesstoday.in/markets/stocks/story/tcs-infosys-hcl-technologies-coforge-which-it-stock-to-buy-ahead-of-q3-results-459702-2025-01-06,businesstoday.in,2025-01-06T16:15:00+05:30,2025-01-07,gdelt_gkg_observation,DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
