gkg_record_id,date,source,url,headline,pipeline_stage,matcher_decision,trading_date,ist_dt,canonical_url
20241001051500-768,20241001051500,thehealthsite.com,https://www.thehealthsite.com/news/bajaj-finance-employee-dies-by-suicide-due-to-excessive-work-pressure-salary-deductions-1131615/,"Bajaj Finance Employee Dies by Suicide Due To Excessive Work Pressure, Salary Deductions",ACCEPTED,True,2024-10-01,2024-10-01 10:45:00+05:30,https://www.thehealthsite.com/news/bajaj-finance-employee-dies-by-suicide-due-to-excessive-work-pressure-salary-deductions-1131615
20241001063000-1082,20241001063000,business-standard.com,https://www.business-standard.com/india-news/bajaj-finance-employee-dies-by-suicide-family-alleges-mental-harassment-124100100325_1.html,Bajaj Finance employee dies by suicide; family alleges mental harassment,ACCEPTED,True,2024-10-01,2024-10-01 12:00:00+05:30,https://www.business-standard.com/india-news/bajaj-finance-employee-dies-by-suicide-family-alleges-mental-harassment-124100100325_1.html
20241001091500-44,20241001091500,financialexpress.com,https://www.financialexpress.com/india-news/bajaj-finance-manager-hangs-self-to-death-family-claims-mental-torture-at-work/3627386/,"Bajaj Finance manager hangs self to death, family claims 'mental torture' at work - India News",ACCEPTED,True,2024-10-01,2024-10-01 14:45:00+05:30,https://www.financialexpress.com/india-news/bajaj-finance-manager-hangs-self-to-death-family-claims-mental-torture-at-work/3627386
20241001100000-487,20241001100000,hindustantimes.com,https://www.hindustantimes.com/india-news/bajaj-finance-manager-dies-by-suicide-leaves-behind-note-citing-workplace-harassment-101727744483390.html,"Bajaj Finance manager dies by suicide, leaves behind note citing workplace harassment",ACCEPTED,True,2024-10-03,2024-10-01 15:30:00+05:30,https://www.hindustantimes.com/india-news/bajaj-finance-manager-dies-by-suicide-leaves-behind-note-citing-workplace-harassment-101727744483390.html
20241001111500-1720,20241001111500,moneycontrol.com,https://www.moneycontrol.com/news/trends/bajaj-finance-employee-kills-self-blames-work-pressure-in-letter-havent-slept-for-45-days-12833341.html,"Bajaj Finance employee kills self, blames work pressure in letter: 'Haven't slept for 45 days'",ACCEPTED,True,2024-10-03,2024-10-01 16:45:00+05:30,https://www.moneycontrol.com/news/trends/bajaj-finance-employee-kills-self-blames-work-pressure-in-letter-havent-slept-for-45-days-12833341.html
20241001120000-669,20241001120000,businessinsider.in,https://www.businessinsider.in/business/news/being-pressurised-to-meet-targets-at-any-cost-i-am-leaving-bajaj-finance-employee-dies-by-suicide-leaves-note-blaming-work-stress/articleshow/113843117.cms,"'Being pressurised to meet targets at any cost, I am leaving': Bajaj Finance employee dies by suicide, leaves note blaming work stress",ACCEPTED,True,2024-10-03,2024-10-01 17:30:00+05:30,https://www.businessinsider.in/business/news/being-pressurised-to-meet-targets-at-any-cost-i-am-leaving-bajaj-finance-employee-dies-by-suicide-leaves-note-blaming-work-stress/articleshow/113843117.cms
20241001130000-623,20241001130000,businesstoday.in,https://www.businesstoday.in/latest/trends/story/tarun-was-a-loving-father-son-and-a-great-friend-bajaj-finance-breaks-silence-on-employee-tarun-saxenas-suicide-due-to-toxic-work-448361-2024-10-01,"'Tarun was a loving father, son and a great friend...': Bajaj Finance breaks silence on employee Tarun Saxena's suicide due to toxic work",ACCEPTED,True,2024-10-03,2024-10-01 18:30:00+05:30,https://www.businesstoday.in/latest/trends/story/tarun-was-a-loving-father-son-and-a-great-friend-bajaj-finance-breaks-silence-on-employee-tarun-saxenas-suicide-due-to-toxic-work-448361-2024-10-01
20241001133000-1192,20241001133000,moneycontrol.com,https://www.moneycontrol.com/news/trends/bajaj-finance-senior-managers-named-in-tarun-saxenas-suicide-note-put-on-administrative-leave-12833607.html,Bajaj Finance takes action against senior managers named in Tarun Saxena's suicide note,ACCEPTED,True,2024-10-03,2024-10-01 19:00:00+05:30,https://www.moneycontrol.com/news/trends/bajaj-finance-senior-managers-named-in-tarun-saxenas-suicide-note-put-on-administrative-leave-12833607.html
20241001143000-T2622,20241001143000,punjabkesari.in,https://www.punjabkesari.in/national/news/ey-hdfc-now-bajaj-finance-why-suicides-increasing-corporate-sector-2041951,"EY, HDFC और अब बजाज फाइनेंस! कॉरपोरेट सेक्टर में क्यों बढ़ रहे सुसाइड! - ey hdfc now bajaj finance why suicides increasing corporate sector",ACCEPTED,True,2024-10-03,2024-10-01 20:00:00+05:30,https://www.punjabkesari.in/national/news/ey-hdfc-now-bajaj-finance-why-suicides-increasing-corporate-sector-2041951
20241001151500-172,20241001151500,idiva.com,https://www.idiva.com/health-wellness/mental-health/bajaj-finance-employee-commits-suicide/18084785,Bajaj Finance Employee Dies Due To Work Pressure,ACCEPTED,True,2024-10-03,2024-10-01 20:45:00+05:30,https://www.idiva.com/health-wellness/mental-health/bajaj-finance-employee-commits-suicide/18084785
