GKGRECORDID,DATE,page_title,url,source,rejection_reason
20240402190000-845,20240402190000,RFA ships Argus and Lyme Bay maintenance at Indian shipyard,https://www.falmouthpacket.co.uk/news/24227238.rfa-ships-argus-lyme-bay-maintenance-indian-shipyard/,falmouthpacket.co.uk,MATCHER_REJECTED
20240403023000-551,20240403023000,"Stock markets snap 3-day winning run; Sensex down 110 pts on profit-taking, foreign fund outflows",https://www.dailyexcelsior.com/stock-markets-snap-3-day-winning-run-sensex-down-110-pts-on-profit-taking-foreign-fund-outflows/,dailyexcelsior.com,MATCHER_REJECTED
20240403051500-532,20240403051500,Electoral Bonds: The Quid Pro Quo Factor,https://www.rediff.com/news/column/electoral-bonds-the-quid-pro-quo-factor/20240403.htm,rediff.com,MATCHER_REJECTED
20240403074500-816,20240403074500,"India's private space sector | History, start-up boom, policy liberalisation & ISRO's role explained",https://www.thehindu.com/sci-tech/science/india-private-space-sector-history-start-up-boom-policy-liberalisation-isros-role/article68006900.ece,thehindu.com,MATCHER_REJECTED
20240403100000-586,20240403100000,"Zomato, SBI, ITC among Motilal Oswal's top 11 largecap picks",https://economictimes.indiatimes.com/markets/stocks/news/zomato-sbi-itc-among-motilal-oswals-top-11-largecap-picks/articleshow/109002443.cms,indiatimes.com,MATCHER_REJECTED
20240403100000-726,20240403100000,"Market Surges: Sensex Up 0.26%, Nifty Up 0.22%; IT and Media Stocks Lead Gains",https://www.indiainfoline.com/news/markets/market-surges-sensex-up-0-26-nifty-up-0-22-it-and-media-stocks-lead-gains,indiainfoline.com,MATCHER_REJECTED
20240403143000-2015,20240403143000,"NSE to introduce 4 new indices in capital, F&O segments from April 8",https://economictimes.indiatimes.com/markets/stocks/news/nse-to-introduce-4-new-indices-in-capital-fo-segment-from-april-8/articleshow/109009479.cms,indiatimes.com,MATCHER_REJECTED
20240403160000-1814,20240403160000,NSE introduces 4 new indices in capital market and F&O segment from April 8,https://www.livemint.com/market/stock-market-news/nse-introduces-4-new-indices-in-capital-market-and-f-o-segment-from-april-8-11712152746137.html,livemint.com,MATCHER_REJECTED
20240403183000-1179,20240403183000,"NSE to launch four new indices in capital markets, F&O segments from Apr 8",https://www.devdiscourse.com/article/technology/2877219-nse-to-launch-four-new-indices-in-capital-markets-fo-segments-from-apr-8,devdiscourse.com,MATCHER_REJECTED
20240404021500-879,20240404021500,"NSE to launch 4 new indices in cash, F&O segment from Apr 8",https://www.financialexpress.com/market/nse-to-launch-4-new-indices-in-cash-fampo-segment-from-apr-8-3445608/,financialexpress.com,MATCHER_REJECTED
20240404064500-1175,20240404064500,"NSE To Launch Four New Indices In Capital Markets, F&O Segments From 8 April",https://www.freepressjournal.in/business/nse-to-launch-four-new-indices-in-capital-markets-fo-segments-from-8-april,freepressjournal.in,MATCHER_REJECTED
20240404074500-561,20240404074500,"India's newest billionaires list include a doctor, a CA and an MBA graduate who gave up a Rs 30,000 job",https://economictimes.indiatimes.com/news/india/indias-newest-billionaires-list-include-a-doctor-a-ca-and-an-mba-graduate-who-gave-up-a-rs-30000-job/articleshow/109024658.cms,indiatimes.com,MATCHER_REJECTED
20240404090000-803,20240404090000,NSE to Broadcast 4 Additional Indices on Terminals from 8th April,https://www.moneylife.in/article/nse-to-broadcast-4-additional-indices-on-terminals-from-8th-april/73869.html,moneylife.in,MATCHER_REJECTED
20240404103000-936,20240404103000,Project 15B Guided Missile Destroyers,https://www.naval-technology.com/projects/project-15b-guided-missile-destroyers/,naval-technology.com,MATCHER_REJECTED
20240404111500-560,20240404111500,LTIMindtree Partners with Aforza to Setup Training Academy,https://www.finanznachrichten.de/nachrichten-2024-04/61862180-ltimindtree-partners-with-aforza-to-setup-training-academy-004.htm,finanznachrichten.de,MATCHER_REJECTED
20240404111500-816,20240404111500,LTIMindtree Partners with Aforza to Setup Training Academy,https://www.marketscreener.com/quote/stock/LTIMINDTREE-LIMITED-31496899/news/LTIMindtree-Partners-with-Aforza-to-Setup-Training-Academy-46361760/,marketscreener.com,MATCHER_REJECTED
20240404124500-1850,20240404124500,LTIMindtree Partners with Aforza to Setup Training Academy,https://www.lelezard.com/en/news-21322280.html,lelezard.com,MATCHER_REJECTED
20240404130000-1919,20240404130000,Recap FY24 - Best large cap stocks on Dalal Street,https://www.indiainfoline.com/blog/recap-fy24-best-large-cap-stocks-on-dalal-street,indiainfoline.com,MATCHER_REJECTED
20240404174500-2282,20240404174500,Waterlogging issue haunts Vijayawada as drain project launched in 2016 remains incomplete,https://www.thehindu.com/news/national/andhra-pradesh/waterlogging-issues-haunt-vijayawada-as-drain-project-launched-in-2016-remains-incomplete/article68029080.ece,thehindu.com,MATCHER_REJECTED
20240404180000-1472,20240404180000,LTIMindtree Partners with Aforza to Setup Training Academy,https://www.itnewsonline.com/BusinessWire/LTIMindtree-Partners-with-Aforza-to-Setup-Training-Academy/32950,itnewsonline.com,MATCHER_REJECTED
20240405054500-440,20240405054500,share market: Share market update: Most active stocks on D-Street today in terms of volume,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/articleshow/109053879.cms,indiatimes.com,MATCHER_REJECTED
20240405054500-297,20240405054500,Stock Market Sectors: Stock market update: Mining stocks  up  as market  falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-falls/articleshow/109054577.cms,indiatimes.com,MATCHER_REJECTED
20240405054500-742,20240405054500,Stock Market Sectors: Stock market update: Sugar stocks  up  as market  falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-falls/articleshow/109054699.cms,indiatimes.com,MATCHER_REJECTED
20240405060000-886,20240405060000,"Monitoring Stocks: HDFC Bank, Hero MotoCorp, Prestige Group, RBL Bank, Dabur",https://www.siliconindia.com/news/general/monitoring-stocks-hdfc-bank-hero-motocorp-prestige-group-rbl-bank-dabur-nid-228843-cid-1.html,siliconindia.com,MATCHER_REJECTED
20240405060000-368,20240405060000,Reits: Flavour of the month?,https://www.livemint.com/market/stock-market-news/reits-flavour-of-the-month-11712292511526.html,livemint.com,MATCHER_REJECTED
20240405061500-670,20240405061500,Stock Market Sectors: Stock market update: Power stocks  up  as market  falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-falls/articleshow/109054829.cms,indiatimes.com,MATCHER_REJECTED
20240405061500-71,20240405061500,active stocks: Share market update: Most active stocks of the day in terms of total traded value,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/109055576.cms,indiatimes.com,MATCHER_REJECTED
20240405061500-384,20240405061500,Stock Market Sectors: Stock market update: Fertilisers stocks  up  as market  falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-falls/articleshow/109054993.cms,indiatimes.com,MATCHER_REJECTED
20240405063000-1164,20240405063000,Stock that will see action today: 5 April 2024 - The Hindu BusinessLine,https://www.thehindubusinessline.com/markets/stocks-that-will-see-action-today-april-5-2024/article68031071.ece,thehindubusinessline.com,MATCHER_REJECTED
20240405104500-560,20240405104500,"Sensex, Nifty Reverse Early Losses A Banks, Financials Surge",https://www.rttnews.com/3437174/sensex-nifty-reverse-early-losses-a-banks-financials-surge.aspx,rttnews.com,MATCHER_REJECTED
20240405104500-65,20240405104500,"Stock market today: Sensex, Nifty 50 end flat after RBI policy decision",https://www.livemint.com/market/stock-market-news/stock-market-today-sensex-nifty-50-end-flat-after-rbi-policy-decision-geopolitical-tensions-crude-oil-prices-weigh-11712311004911.html,livemint.com,MATCHER_REJECTED
20240405113000-756,20240405113000,Stock Market Sectors: Stock market update: Fertilisers stocks  up  as market  rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-rises/articleshow/109064887.cms,indiatimes.com,MATCHER_REJECTED
20240405113000-232,20240405113000,Stock Market Sectors: Stock market update: Power stocks  down  as market  rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-rises/articleshow/109065181.cms,indiatimes.com,MATCHER_REJECTED
20240405121500-790,20240405121500,share market: Share market update: Most active stocks in today's market in terms of volume,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-in-todays-market-in-terms-of-volume/articleshow/109065931.cms,indiatimes.com,MATCHER_REJECTED
20240405121500-321,20240405121500,active stocks: Share market update: Most active stocks of the day in terms of traded value,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/109066652.cms,indiatimes.com,MATCHER_REJECTED
20240405123000-416,20240405123000,"Sensex, Nifty Reverse Early Losses A Banks, Financials Surge",https://www.rttnews.com/story.aspx?Id=3437174,rttnews.com,MATCHER_REJECTED
20240405133000-1586,20240405133000,New Horizons in It Infrastructure Utility Service Market,https://www.openpr.com/news/3453871/new-horizons-in-it-infrastructure-utility-service-market,openpr.com,MATCHER_REJECTED
20240405181500-2305,20240405181500,Benchmark Indices end on a flat note amid no-surprise MPC outcome,https://www.thestatesman.com/business/benchmark-indices-end-on-a-flat-note-amid-no-surprise-mpc-outcome-1503287453.html,thestatesman.com,MATCHER_REJECTED
20240406033000-720,20240406033000,National News: Amara Raja Group among top 500 best employers in world,https://www.rashtranews.com/national-news-amara-raja-group-among-top-500-best-employers-in-world/,rashtranews.com,MATCHER_REJECTED
20240406191500-483,20240406191500,Astronergy to supply TOPCon PV modules for one of the world's largest solar projects in the UAE,https://www.australiannews.net/news/274198931/astronergy-to-supply-topcon-pv-modules-for-one-of-the-world-largest-solar-projects-in-the-uae,australiannews.net,MATCHER_REJECTED
20240407061500-303,20240407061500,infrastructure stocks: Sudip Bandyopadhyay on sectors that will do well in Q4 and sectors that will not,https://economictimes.indiatimes.com/markets/expert-view/sudip-bandyopadhyay-on-sectors-that-will-do-well-in-q4-and-sectors-that-will-not/articleshow/109091324.cms,indiatimes.com,MATCHER_REJECTED
20240407144500-664,20240407144500,US Navy Finds Docking and Repair Partner in India &#x2013; Indian Defence Research Wing,https://idrw.org/us-navy-finds-docking-and-repair-partner-in-india/,idrw.org,MATCHER_REJECTED
20240408031500-695,20240408031500,Morning Scan: All the big stories to get you started for the day,https://www.moneycontrol.com/news/business/morning-scan-all-the-big-stories-to-get-you-started-for-the-day-689-12594291.html,moneycontrol.com,MATCHER_REJECTED
20240408051500-76,20240408051500,Tata Mutual Fund launches 6 index funds; 3 are industry first,https://www.moneycontrol.com/news/business/personal-finance/tata-mutual-fund-launches-6-index-funds-3-are-industry-first-12595211.html,moneycontrol.com,MATCHER_REJECTED
20240408064500-368,20240408064500,Asian Productivity Organization Awards Outstanding Productivity Champions,https://www.lelezard.com/en/news-21325180.html,lelezard.com,MATCHER_REJECTED
20240408070000-1145,20240408070000,Asian Productivity Organization Awards Outstanding Productivity Champions,https://en.antaranews.com/news/310377/asian-productivity-organization-awards-outstanding-productivity-champions,antaranews.com,MATCHER_REJECTED
20240408073000-350,20240408073000,15 Biggest Defense Companies in Asia - Insider Monkey,https://www.insidermonkey.com/blog/15-biggest-defense-companies-in-asia-1286198/,insidermonkey.com,MATCHER_REJECTED
20240408081500-1199,20240408081500,Asian Productivity Organization Awards Outstanding Productivity Champions,https://www.streetinsider.com/Business+Wire/Asian+Productivity+Organization+Awards+Outstanding+Productivity+Champions/23037004.html,streetinsider.com,MATCHER_REJECTED
20240408083000-1143,20240408083000,Asian Productivity Organization Awards Outstanding Productivity Champions,https://oilnow.gy/business-wire/asian-productivity-organization-awards-outstanding-productivity-champions/,oilnow.gy,MATCHER_REJECTED
20240408101500-875,20240408101500,Asian Productivity Organization Awards Outstanding Productivity Champions,https://www.businesswireindia.com/asian-productivity-organization-awards-outstanding-productivity-champions-89538.html,businesswireindia.com,MATCHER_REJECTED
20240408104500-260,20240408104500,"Sensex, Nifty hit record high levels on firm global markets, foreign fund inflows",https://www.orissapost.com/sensex-nifty-hit-record-high-levels-on-firm-global-markets-foreign-fund-inflows/,orissapost.com,MATCHER_REJECTED
20240408110000-887,20240408110000,Sensex Nifty hit record high levels on firm global markets foreign fund inflows,https://www.theweek.in/wire-updates/business/2024/04/08/del28-biz-stocks-close.html,theweek.in,MATCHER_REJECTED
20240408113000-222,20240408113000,Stock Market Sectors: Stock market update: Sugar stocks  down  as market  rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-down-as-market-rises/articleshow/109134083.cms,indiatimes.com,MATCHER_REJECTED
20240408113000-965,20240408113000,Stock Market Sectors: Stock market update: Fertilisers stocks  down  as market  rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-down-as-market-rises/articleshow/109133701.cms,indiatimes.com,MATCHER_REJECTED
20240408113000-1002,20240408113000,Stock Market Sectors: Stock market update: Mining stocks  mixed  as market  rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/articleshow/109133866.cms,indiatimes.com,MATCHER_REJECTED
20240408120000-1042,20240408120000,"Sensex, Nifty hit record high levels on firm global markets, foreign fund inflows",https://www.tribuneindia.com/news/business/sensex-nifty-hit-record-high-levels-on-firm-global-markets-foreign-fund-inflows-608724,tribuneindia.com,MATCHER_REJECTED
20240408121500-1009,20240408121500,"Sensex | Sensex, Nifty hit record high levels on firm global markets, foreign fund inflows",https://www.telegraphindia.com/feeds/business/sensex-nifty-hit-record-high-levels-on-firm-global-markets-foreign-fund-inflows/cid/2011981,telegraphindia.com,MATCHER_REJECTED
20240408121500-688,20240408121500,Stock Market Sectors: Stock market update: Power stocks  down  as market  rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-rises/articleshow/109135709.cms,indiatimes.com,MATCHER_REJECTED
20240408130000-449,20240408130000,"Sensex, Nifty Hit Fresh Peaks On Firm Global Cues, Foreign Fund Inflows",https://zeenews.india.com/markets/sensex-nifty-hit-fresh-peaks-on-firm-global-cues-foreign-fund-inflows-2738397.html,india.com,MATCHER_REJECTED
20240408130000-389,20240408130000,Mcap of BSE-listed cos hit Rs 400 lakh cr milestone,https://www.orissapost.com/mcap-of-bse-listed-cos-hit-rs-400-lakh-cr-milestone/,orissapost.com,MATCHER_REJECTED
20240408133000-1516,20240408133000,"Sensex, Nifty hit record high levels on firm global markets, foreign fund inflows",https://www.thehindubusinessline.com/markets/sensex-nifty-hit-record-high-levels-on-firm-global-markets-foreign-fund-inflows/article68042414.ece,thehindubusinessline.com,MATCHER_REJECTED
20240408141500-1860,20240408141500,"Sensex | Sensex, Nifty hit record high levels on firm global markets, foreign fund inflows",https://www.telegraphindia.com/business/sensex-nifty-hit-record-high-levels-on-firm-global-markets-foreign-fund-inflows/cid/2011981,telegraphindia.com,MATCHER_REJECTED
20240408150000-1024,20240408150000,"Sensex, Nifty hit fresh peaks on firm global cues",https://www.rediff.com/business/report/sensex-nifty-hit-fresh-peaks-on-firm-global-cues/20240408.htm,rediff.com,MATCHER_REJECTED
