gkg_record_id,date,source,url,headline,pipeline_stage,matcher_decision,trading_date,ist_dt,canonical_url
20241001004500-1053,20241001004500,indiatimes.com,https://economictimes.indiatimes.com/industry/banking/finance/banking/kotak-mahindra-aiming-to-be-no-3-private-bank-by-profit-says-ashok-vaswani-md-ceo-kotak-mahindra-bank/articleshow/113827604.cms,"Kotak Mahindra aiming to be no 3 private bank by profit, says bank's MD & CEO Ashok Vaswani",ACCEPTED,True,2024-10-01,2024-10-01 06:15:00+05:30,https://economictimes.indiatimes.com/industry/banking/finance/banking/kotak-mahindra-aiming-to-be-no-3-private-bank-by-profit-says-ashok-vaswani-md-ceo-kotak-mahindra-bank/articleshow/113827604.cms
20241001004500-1499,20241001004500,indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/we-want-to-scale-for-relevance-either-organically-or-inorganically-says-ashok-vaswani-kotak-mahindra-banks-md-ceo/articleshow/113831391.cms,"We want to scale for relevance, either organically or inorganically, says Ashok Vaswani, Kotak Mahindra Bank's MD & CEO",ACCEPTED,True,2024-10-01,2024-10-01 06:15:00+05:30,https://economictimes.indiatimes.com/markets/expert-view/we-want-to-scale-for-relevance-either-organically-or-inorganically-says-ashok-vaswani-kotak-mahindra-banks-md-ceo/articleshow/113831391.cms
20241001004500-315,20241001004500,indiatimes.com,https://economictimes.indiatimes.com/epaper/delhicapital/2024/oct/01/et-front/kotak-mahindra-bank-targets-no-3-position-among-indian-private-banks-by-profit-by-2030/articleshow/113828810.cms,Kotak Mahindra Aiming to be No 3 Pvt Bank by Profit,ACCEPTED,True,2024-10-01,2024-10-01 06:15:00+05:30,https://economictimes.indiatimes.com/epaper/delhicapital/2024/oct/01/et-front/kotak-mahindra-bank-targets-no-3-position-among-indian-private-banks-by-profit-by-2030/articleshow/113828810.cms
20241001083000-775,20241001083000,moneycontrol.com,https://www.moneycontrol.com/news/business/banks/mc-exclusive-will-look-at-every-inorganic-opportunity-ashok-vaswani-md-ceo-kotak-mahindra-bank-12832899.html,"MC Exclusive | Will look at every inorganic opportunity: Ashok Vaswani, MD & CEO, Kotak Mahindra Bank",ACCEPTED,True,2024-10-01,2024-10-01 14:00:00+05:30,https://www.moneycontrol.com/news/business/banks/mc-exclusive-will-look-at-every-inorganic-opportunity-ashok-vaswani-md-ceo-kotak-mahindra-bank-12832899.html
20241007161500-1908,20241007161500,indiatimes.com,https://economictimes.indiatimes.com/industry/banking/finance/zaggle-appoints-former-kotak-mahindra-bank-executive-to-board/articleshow/114019576.cms,Zaggle appoints former Kotak Mahindra Bank executive to board,ACCEPTED,True,2024-10-08,2024-10-07 21:45:00+05:30,https://economictimes.indiatimes.com/industry/banking/finance/zaggle-appoints-former-kotak-mahindra-bank-executive-to-board/articleshow/114019576.cms
20241007203000-T24,20241007203000,business-standard.com,https://hindi.business-standard.com/finance/impact-of-rbi-draft-on-private-banks-pressure-on-hdfc-axis-and-kotak-mahindra-bank-will-increase-report-id-376716,"RBI के मसौदे का असर निजी बैंकों पर, एचडीएफसी, एक्सिस और कोटक महिंद्रा बैंक पर बढ़ेगा दबाव: रिपोर्ट - impact of rbi draft on private banks pressure on hdfc axis and kotak mahindra bank will increase report",ACCEPTED,True,2024-10-08,2024-10-08 02:00:00+05:30,https://hindi.business-standard.com/finance/impact-of-rbi-draft-on-private-banks-pressure-on-hdfc-axis-and-kotak-mahindra-bank-will-increase-report-id-376716
20241009031500-56,20241009031500,businesstoday.in,https://www.businesstoday.in/markets/company-stock/story/kotak-mahindra-bank-colgate-ipca-labs-trading-views-for-these-3-buzzing-stocks-449283-2024-10-09,"Kotak Mahindra Bank, Colgate, Ipca Labs: Trading views for these 3 buzzing stocks",ACCEPTED,True,2024-10-09,2024-10-09 08:45:00+05:30,https://www.businesstoday.in/markets/company-stock/story/kotak-mahindra-bank-colgate-ipca-labs-trading-views-for-these-3-buzzing-stocks-449283-2024-10-09
20241009104500-367,20241009104500,indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/3-financial-stocks-look-good-real-estate-is-overdone-samir-arora/articleshow/114078651.cms,"HDFC Bank | Kotak Bank | Bajaj Finance: 3 financial stocks look good, real estate is overdone: Samir Arora",ACCEPTED,True,2024-10-10,2024-10-09 16:15:00+05:30,https://economictimes.indiatimes.com/markets/expert-view/3-financial-stocks-look-good-real-estate-is-overdone-samir-arora/articleshow/114078651.cms
20241009123000-586,20241009123000,moneycontrol.com,https://www.moneycontrol.com/news/business/cred-appoints-former-kotak-mahindra-banks-group-president-arvind-kathpalia-as-chief-risk-advisor-12838987.html,Cred appoints former Kotak Mahindra Bank's group president Arvind Kathpalia as chief risk advisor,ACCEPTED,True,2024-10-10,2024-10-09 18:00:00+05:30,https://www.moneycontrol.com/news/business/cred-appoints-former-kotak-mahindra-banks-group-president-arvind-kathpalia-as-chief-risk-advisor-12838987.html
20241009193000-238,20241009193000,vccircle.com,https://www.vccircle.com:443/formerkotak-bank-exec-kvs-manian-joins-federal-bank-as-md-ceo,"Former Kotak Bank exec KVS Manian joins Federal Bank as MD, CEO",ACCEPTED,True,2024-10-10,2024-10-10 01:00:00+05:30,https://www.vccircle.com:443/formerkotak-bank-exec-kvs-manian-joins-federal-bank-as-md-ceo
20241010160000-1914,20241010160000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/trade-spotlight-how-should-you-trade-tata-motors-gujarat-alkalies-kotak-bank-cg-power-mazagon-dock-and-others-on-friday-12839811.html,"Trade Spotlight: How should you trade Tata Motors, Gujarat Alkalies, Kotak Bank, CG Power, Mazagon Dock and others on Friday?",ACCEPTED,True,2024-10-11,2024-10-10 21:30:00+05:30,https://www.moneycontrol.com/news/business/markets/trade-spotlight-how-should-you-trade-tata-motors-gujarat-alkalies-kotak-bank-cg-power-mazagon-dock-and-others-on-friday-12839811.html
20241010161500-T419,20241010161500,livehindustan.com,https://www.livehindustan.com/business/market-stats/stocks-kotak-mahindra-bank-share-price-nse-bse-s0003043,"कोटक महिंद्रा बैंक लिमिटेड शेयर प्राइस टुडे , कोटक महिंद्रा बैंक लिमिटेड स्टॉक प्राइस - Kotak Mahindra Bank Share Price Today Live NSE, BSE",ACCEPTED,True,2024-10-11,2024-10-10 21:45:00+05:30,https://www.livehindustan.com/business/market-stats/stocks-kotak-mahindra-bank-share-price-nse-bse-s0003043
20241011053000-90,20241011053000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/ubs-hikes-target-price-on-kotak-mahindra-bank-but-maintains-neutral-outlook-12839938.html,"UBS hikes target price on Kotak Mahindra Bank, but maintains neutral outlook",ACCEPTED,True,2024-10-11,2024-10-11 11:00:00+05:30,https://www.moneycontrol.com/news/business/markets/ubs-hikes-target-price-on-kotak-mahindra-bank-but-maintains-neutral-outlook-12839938.html
20241011083000-T1886,20241011083000,moneycontrol.com,https://hindi.moneycontrol.com/news/markets/kotak-mahindra-bank-share-price-may-rocketed-as-ubs-hikes-target-price-on-but-maintains-neutral-outlook-1929987.html,"Kotak Mahindra Bank Shares: ब्रोकरेज ने बढ़ाया टारगेट प्राइस, लेकिन इस कारण रेटिंग में कोई बदलाव नहीं",ACCEPTED,True,2024-10-11,2024-10-11 14:00:00+05:30,https://hindi.moneycontrol.com/news/markets/kotak-mahindra-bank-share-price-may-rocketed-as-ubs-hikes-target-price-on-but-maintains-neutral-outlook-1929987.html
20241016043000-28,20241016043000,adgully.com,https://www.adgully.com/kotak-mahindra-bank-appoints-jyoti-samajpati-as-executive-vice-president-151837.html,Kotak Mahindra Bank appoints Jyoti Samajpati as Executive Vice President,ACCEPTED,True,2024-10-16,2024-10-16 10:00:00+05:30,https://www.adgully.com/kotak-mahindra-bank-appoints-jyoti-samajpati-as-executive-vice-president-151837.html
20241017053000-532,20241017053000,news18.com,https://www.news18.com/auto/mumbai-metro-kotak-mahindra-gets-bkc-station-named-after-it-pm-modi-to-inaugurate-aqua-line-9088161.html,"Mumbai Metro: Kotak Mahindra Gets BKC Station Named After It, PM Modi To Inaugurate Aqua Line",ACCEPTED,True,2024-10-17,2024-10-17 11:00:00+05:30,https://www.news18.com/auto/mumbai-metro-kotak-mahindra-gets-bkc-station-named-after-it-pm-modi-to-inaugurate-aqua-line-9088161.html
20241017141500-891,20241017141500,moneycontrol.com,https://www.moneycontrol.com/news/business/kotak-bank-cuts-savings-account-rate-by-50-bps-on-sub-5-lakh-balance-12844336.html,Kotak Bank cuts savings rate by 50 bps to 3% on sub-Rs 5 lakh account balance,ACCEPTED,True,2024-10-18,2024-10-17 19:45:00+05:30,https://www.moneycontrol.com/news/business/kotak-bank-cuts-savings-account-rate-by-50-bps-on-sub-5-lakh-balance-12844336.html
20241018051500-987,20241018051500,indiatimes.com,https://economictimes.indiatimes.com/wealth/save/kotak-mahindra-bank-cuts-savings-account-interest-rate-by-50-bps-check-details/articleshow/114336897.cms,Kotak Mahindra Bank cuts savings account interest rate by 50 bps: Check details,ACCEPTED,True,2024-10-18,2024-10-18 10:45:00+05:30,https://economictimes.indiatimes.com/wealth/save/kotak-mahindra-bank-cuts-savings-account-interest-rate-by-50-bps-check-details/articleshow/114336897.cms
20241018093000-1081,20241018093000,moneycontrol.com,https://www.moneycontrol.com/news/business/earnings/kotak-mahindra-bank-q2-preview-nii-may-increase-10-to-rs-6977-crore-12844825.html,"Kotak Mahindra Bank Q2 preview: NII may increase 10% to Rs 6,977 crore",ACCEPTED,True,2024-10-18,2024-10-18 15:00:00+05:30,https://www.moneycontrol.com/news/business/earnings/kotak-mahindra-bank-q2-preview-nii-may-increase-10-to-rs-6977-crore-12844825.html
20241018103000-725,20241018103000,indiatimes.com,https://economictimes.indiatimes.com/wealth/spend/top-lifetime-free-credit-cards-with-no-annual-fee-joining-fee-october-2024-icici-bank-yes-bank-idfc-first-bank-kotak-mahindra-bank-hsbc-canara-bank-standard-chartered-bank/articleshow/114347449.cms,"Top lifetime free credit cards with no annual fee, joining fee October 2024: ICICI Bank, Yes Bank, IDFC FIRST Bank, Kotak Mahindra Bank, HSBC, Canara Bank, Standard Chartered Bank",ACCEPTED,True,2024-10-21,2024-10-18 16:00:00+05:30,https://economictimes.indiatimes.com/wealth/spend/top-lifetime-free-credit-cards-with-no-annual-fee-joining-fee-october-2024-icici-bank-yes-bank-idfc-first-bank-kotak-mahindra-bank-hsbc-canara-bank-standard-chartered-bank/articleshow/114347449.cms
20241018111500-1694,20241018111500,indiatimes.com,https://economictimes.indiatimes.com/industry/banking/finance/banking/kotak-mahindra-bank-to-buy-standard-chartereds-india-personal-loan-book/articleshow/114349253.cms,Kotak Mahindra Bank to buy Standard Chartered's India personal loan book,ACCEPTED,True,2024-10-21,2024-10-18 16:45:00+05:30,https://economictimes.indiatimes.com/industry/banking/finance/banking/kotak-mahindra-bank-to-buy-standard-chartereds-india-personal-loan-book/articleshow/114349253.cms
20241018113000-480,20241018113000,moneycontrol.com,https://www.moneycontrol.com/news/business/kotak-bank-to-acquire-personal-loan-book-of-standard-chartered-india-12845066.html,"Kotak Bank to acquire the Rs 4,100 crore personal loan book of StanChart Bank",ACCEPTED,True,2024-10-21,2024-10-18 17:00:00+05:30,https://www.moneycontrol.com/news/business/kotak-bank-to-acquire-personal-loan-book-of-standard-chartered-india-12845066.html
20241018120000-1042,20241018120000,businesstoday.in,https://www.businesstoday.in/personal-finance/banking/story/kotak-mahindra-bank-cuts-savings-account-interest-rate-for-balances-under-rs-5-lakh-450652-2024-10-18,Kotak Mahindra Bank cuts savings account interest rate for balances under Rs 5 lakh,ACCEPTED,True,2024-10-21,2024-10-18 17:30:00+05:30,https://www.businesstoday.in/personal-finance/banking/story/kotak-mahindra-bank-cuts-savings-account-interest-rate-for-balances-under-rs-5-lakh-450652-2024-10-18
