gkg_record_id,headline,source,url,reason
20240101064500-177,ICICI Lombard Share Price: ICICI Lombard shares  gain  0.15% as Sensex  falls,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/icici-lombard-shares-gain-0-15-as-sensex-falls/articleshow/106438239.cms,Filtered by BigQueryGKGExtractor
20240101074500-691,ICICI Pru Life Share Price: ICICI Pru Life shares  down  0.43% as Nifty  drops,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/icici-pru-life-shares-down-0-43-as-nifty-drops/articleshow/106442692.cms,Filtered by BigQueryGKGExtractor
20240101100000-469,Market strategy for 2024: ICICI Direct sees Nifty fair value pegged at 25000,financialexpress.com,https://www.financialexpress.com/market/market-strategy-for-2024-icici-direct-sees-nifty-fair-value-pegged-at-25000-3352407/,Filtered by BigQueryGKGExtractor
20240101171500-1,"In Charts: Six sectors to watch out for in 2024, according to ICICI Direct",moneycontrol.com,https://www.moneycontrol.com/news/business/in-charts-six-sectors-to-watch-out-for-in-2024-according-to-icici-direct-11983331.html,Filtered by BigQueryGKGExtractor
20240102081500-370,ICICI Lombard Share Price: ICICI Lombard shares  down  0.78% as Sensex  falls,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/icici-lombard-shares-down-0-78-as-sensex-falls/articleshow/106479424.cms,Filtered by BigQueryGKGExtractor
20240103014500-T1419,"Four Banks Including Pnb And Icici Made Loans Expensive - Amar Ujala Hindi News Live - Loan:&#x92A;&#x940;&#x90F;&#x928;&#x92C;&#x940; &#x914;&#x930; Icici &#x938;&#x939;&#x93F;&#x924; &#x91A;&#x93E;&#x930; &#x92C;&#x948;&#x902;&#x915;&#x94B;&#x902; &#x928;&#x947; &#x92E;&#x939;&#x902;&#x917;&#x93E; &#x915;&#x93F;&#x92F;&#x93E; &#x915;&#x930;&#x94D;&#x91C;, &#x90F;&#x915; &#x91C;&#x928;&#x935;&#x930;&#x940; &#x938;&#x947; &#x932;&#x93E;&#x917;&#x942; &#x939;&#x941;&#x906; &#x928;&#x93F;&#x92F;&#x92E;",amarujala.com,https://www.amarujala.com/business/business-diary/four-banks-including-pnb-and-icici-made-loans-expensive-2024-01-03,Filtered by BigQueryGKGExtractor
20240103060000-98,"SCI stocks: Buy Shipping Corporation of India, target price Rs 185:  ICICI Direct",indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/recos/buy-shipping-corporation-of-india-target-price-rs-185-icici-securities/articleshow/106503633.cms,Filtered by BigQueryGKGExtractor
20240103061500-420,ICICI Pru Life Share Price: ICICI Pru Life shares  rise  0.54% as Sensex  slides,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/icici-pru-life-shares-rise-0-54-as-sensex-slides/articleshow/106504468.cms,Filtered by BigQueryGKGExtractor
20240103061500-396,"Analyst Call Tracker: Banks, infra dominate Dec 'buy' lists; Bajaj Finance in top bets of 2023",moneycontrol.com,https://www.moneycontrol.com/news/business/markets/analyst-call-tracker-banks-infra-dominate-dec-buy-lists-bajaj-finance-in-top-bets-of-2023-11991501.html,Filtered by BigQueryGKGExtractor
20240103090000-232,ICICI Lombard Share Price: ICICI Lombard shares  drop  2.72% as Sensex  falls,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/icici-lombard-shares-drop-2-72-as-sensex-falls/articleshow/106509883.cms,Filtered by BigQueryGKGExtractor
20240103094500-447,"Paytm, SBI, Axis, ICICI, Kotak Bank, HDFC Bank shares: Bernstein sees up to 47% upside. Here's why",businesstoday.in,https://www.businesstoday.in/markets/stock-picks/story/paytm-sbi-axis-icici-kotak-bank-hdfc-bank-shares-bernstein-sees-up-to-47-upside-heres-why-411692-2024-01-03,Filtered by BigQueryGKGExtractor
20240104060000-92,"PNB hikes FD interest rates: Check fixed deposit return rates for SBI, ICICI",hindustantimes.com,https://www.hindustantimes.com/business/pnb-hikes-fd-interest-rates-check-fixed-deposit-return-rates-for-sbi-icici-hdfc-and-more-101704346312373.html,Filtered by BigQueryGKGExtractor
20240104073000-391,ICICI Lombard Share Price: ICICI Lombard shares  up  1.06% as Nifty  gains,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/icici-lombard-shares-up-1-06-as-nifty-gains/articleshow/106536442.cms,Filtered by BigQueryGKGExtractor
20240104131500-448,"Bajaj Finance, Tata Consumer top gainers on Nifty50; HDFC Bank, ICICI most active on Jan 4",businesstoday.in,https://www.businesstoday.in/visualstories/stock/bajaj-finance-tata-consumer-top-gainers-on-nifty50-hdfc-bank-icici-most-active-on-jan-4-86443-04-01-2024,Filtered by BigQueryGKGExtractor
20240105014500-889,ICICI Lombard's health plan tops Mint-Beshak ratings,livemint.com,https://www.livemint.com/money/personal-finance/icici-lombard-s-health-plan-tops-mint-beshak-ratings-11704385333526.html,Filtered by BigQueryGKGExtractor
20240105054500-630,"Bombay Dyeing & Manufacturing Company stocks: Buy Bombay Dyeing & Manufacturing Company, target price Rs 172:  ICICI Direct",indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/recos/buy-bombay-dyeing-amp-manufacturing-company-target-price-rs-172-icici-direct/articleshow/106562445.cms,Filtered by BigQueryGKGExtractor
20240105080000-465,ICICI Pru Life Share Price: ICICI Pru Life stock price  up  0.1 per cent as Sensex  climbs,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/icici-pru-life-stock-price-up-0-1-per-cent-as-sensex-climbs/articleshow/106567968.cms,Filtered by BigQueryGKGExtractor
20240105083000-1112,ICICI Lombard Share Price: ICICI Lombard shares  rise  0.01% as Sensex  climbs,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/icici-lombard-shares-rise-0-01-as-sensex-climbs/articleshow/106569147.cms,Filtered by BigQueryGKGExtractor
20240105124500-T373,ICICI &#xC15;&#xC4D;&#xC30;&#xC46;&#xC21;&#xC3F;&#xC1F;&#xC4D;&#x200C; &#xC15;&#xC3E;&#xC30;&#xC4D;&#xC21;&#xC41; &#xC2A;&#xC4D;&#xC30;&#xC2F;&#xC4B;&#xC1C;&#xC28;&#xC3E;&#xC32;&#xC4D;&#xC32;&#xC4B; &#xC15;&#xC4B;&#xC24;.. &#xC07;&#xC15;&#xC2A;&#xC48; &#xC35;&#xC3E;&#xC30;&#xC3F;&#xC15;&#xC3F; &#xC2E;&#xC3E;&#xC24;&#xC4D;&#xC30;&#xC2E;&#xC47; &#xC32;&#xC3E;&#xC02;&#xC1C;&#xC4D;&#x200C; &#xC2F;&#xC3E;&#xC15;&#xC4D;&#xC38;&#xC46;&#xC38;&#xC4D;&#x200C;,eenadu.net,https://www.eenadu.net/telugu-news/business/icici-bank-reduces-benefits-on-these-credit-cards-imposes-minimum-card-usage-for-airport-lounge-acce/0104/124003254,Filtered by BigQueryGKGExtractor
20240105130000-1306,"Tata Power, ICICI Foundation join hands to launch 'GhanVan' tree plantation",deccanherald.com,https://www.deccanherald.com/environment/tata-power-icici-foundation-join-hands-to-launch-ghanvan-tree-plantation-2836800,Filtered by BigQueryGKGExtractor
20240105133000-1305,"Adani Ports, L&T, TCS top gainers on Nifty50; HDFC Bank, ICICI most active on Jan 5",businesstoday.in,https://www.businesstoday.in/visualstories/stock/adani-ports-l-t-tcs-top-gainers-on-nifty50-hdfc-bank-icici-most-active-on-jan-5-86655-05-01-2024,Filtered by BigQueryGKGExtractor
20240106123000-442,&#x200B;Senior citizens can get up to 8.1% interest rate on 3-year FDs; full list here,indiatimes.com,https://economictimes.indiatimes.com/wealth/invest/senior-citizens-can-get-up-to-8-1-interest-rate-on-3-year-fds-full-list-here/articleshow/106596668.cms,Filtered by BigQueryGKGExtractor
20240107064500-71,"Nifty Bank Outlook: Dragonfly Doji on weekly chart sends bullish signal; all eyes on ICICI, Axis, SBI, PNB",businesstoday.in,https://www.businesstoday.in/markets/story/nifty-bank-outlook-dragonfly-doji-on-weekly-chart-sends-bullish-signal-all-eyes-on-icici-axis-sbi-pnb-412159-2024-01-07,Filtered by BigQueryGKGExtractor
20240107070000-85,IIT Bhubaneswar organizes plantation drive with ICICI Foundation,orissadiary.com,https://orissadiary.com/iit-bhubaneswar-organizes-plantation-drive-with-icici-foundation/,Filtered by BigQueryGKGExtractor
