stage,page_title,url,source,DATE,reason
entity_matcher_rejected,active stocks: Share market update: Most active stocks of the day in terms of total traded value,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/116846216.cms,indiatimes.com,20250101050000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Stock Market Sectors: Stock market update: FMCG stocks up as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-falls/articleshow/116846371.cms,indiatimes.com,20250101050000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Markets trade lower in 1st session of 2025 on unabated foreign fund outflows,https://www.tribuneindia.com/news/business/markets-trade-lower-in-1st-session-of-2025-on-unabated-foreign-fund-outflows/,tribuneindia.com,20250101053000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Markets start 2025 on cautious note amid FII selling pressure,https://www.thehindubusinessline.com/markets/stock-markets/markets-start-2025-on-cautious-note-amid-fii-selling-pressure/article69049057.ece,thehindubusinessline.com,20250101054500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Stock Market Sectors: Stock market update: Fertilisers stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-rises/articleshow/116847800.cms,indiatimes.com,20250101061500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Stock Market Sectors: Stock market update: Power stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-rises/articleshow/116847625.cms,indiatimes.com,20250101061500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Markets dip in first session of 2025 amid foreign fund outflows,https://www.mid-day.com/business/stock-market/article/sensex-and-nifty-open-lower-on-the-first-trading-day-of-2025--23456815,mid-day.com,20250101061500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,"Sensex, Nifty start 2025 on a weak note amid foreign fund outflows",https://yourstory.com/2025/01/sensex-nifty-start-2025-on-weak-note-amid-foreign-fund-outflows,yourstory.com,20250101063000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,"Markets Today: In Sharp Recovery, Sensex Surges 390 Points, Nifty At Near 23,750",https://www.news18.com/business/markets/markets-today-sensex-rises-126-points-nifty-above-23650-in-opening-trade-9174289.html,news18.com,20250101063000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Markets trade lower in first session of 2025 on unabated foreign fund outflows,https://www.thehindu.com/business/markets/markets-trade-lower-in-first-session-of-2025-on-unabated-foreign-fund-outflows/article69049072.ece,thehindu.com,20250101064500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,"Sensex, Nifty start 2025 on a weak note amid foreign fund outflows",https://yourstory.com:443/2025/01/sensex-nifty-start-2025-on-weak-note-amid-foreign-fund-outflows,yourstory.com,20250101070000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Annual Digest Of Real Estate Cases: 2024,https://www.livelaw.in/consumer-cases/annual-digest-of-real-estate-cases-2024-279757,livelaw.in,20250101083000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,"Markets rebound after weak opening, M&M and Adani lead gains",https://www.thehindubusinessline.com/markets/stock-markets/markets-rebound-after-weak-opening-mm-and-adani-lead-gains/article69049319.ece,thehindubusinessline.com,20250101104500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Stock markets rebound in first session of 2025 on buying in blue-chips,https://www.orissapost.com/stock-markets-rebound-in-first-session-of-2025-on-buying-in-blue-chips/,orissapost.com,20250101111500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,active stocks: Share market update: Most active stocks of the day in terms of traded value,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/116856136.cms,indiatimes.com,20250101114500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Markets rebound on buying in blue-chips,https://www.rediff.com/business/report/markets-rebound-on-buying-in-blue-chips/20250101.htm,rediff.com,20250101120000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Stock Market Sectors: Stock market update: Power stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-rises/articleshow/116856550.cms,indiatimes.com,20250101121500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Markets start 2025 on high note as Auto stocks lead rally - The Hindu BusinessLine,https://www.thehindubusinessline.com/markets/markets-start-2025-on-high-note-as-auto-stocks-lead-rally/article69049789.ece,thehindubusinessline.com,20250101121500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,"Sensex Rises 368 Points; Nifty Ends Above 23,700",https://www.rttnews.com/story.aspx?Id=3500057,rttnews.com,20250101123000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Stock markets rebound in first session of 2025 on buying in blue-chips,https://www.thehindu.com/business/stock-markets-rebound-in-first-session-of-2025-on-buying-in-blue-chips/article69049741.ece,thehindu.com,20250101123000,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Stock markets start 2025 on high note snap two-day decline on buying in bluechips,https://www.theweek.in/wire-updates/business/2025/01/01/del46-biz-ld-stocks.html,theweek.in,20250101131500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,"Sensex Rises 368 Points; Nifty Ends Above 23,700",https://www.rttnews.com/3500057/sensex-rises-368-points-nifty-ends-above-23700.aspx,rttnews.com,20250101134500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Blue-chip buying lifts Sensex and Nifty on the first trading day of 2025,https://yourstory.com:443/2025/01/blue-chip-buying-lifts-sensex-nifty-first-trading-day-2025,yourstory.com,20250101164500,Entity matcher rejected (no positive signal or matched exclusion)
entity_matcher_rejected,Property registrations in Mumbai hit 13-year high with over 1.41 lakh units sold in 2024: Report,https://www.mid-day.com/mumbai/mumbai-news/article/property-registrations-in-mumbai-city-hit-13-year-high-in-2024-at-over-1-41-lakh-units-report-23456977,mid-day.com,20250101193000,Entity matcher rejected (no positive signal or matched exclusion)
