gkg_record_id,date,source,url,headline,pipeline_stage,matcher_decision,trading_date,ist_dt,canonical_url
20241001173000-1716,20241001173000,aninews.in,https://aninews.in/news/national/general-news/up-ed-attaches-rs-433-crore-plot-in-axis-bank-fraud-case20241001224321/,UP: ED attaches Rs 4.33 crore plot in Axis Bank fraud case,ACCEPTED,True,2024-10-03,2024-10-01 23:00:00+05:30,https://aninews.in/news/national/general-news/up-ed-attaches-rs-433-crore-plot-in-axis-bank-fraud-case20241001224321
20241001183000-671,20241001183000,webindia123.com,https://news.webindia123.com/news/Articles/India/20241001/4241335.html,UP: ED attaches Rs 4.33 crore plot in Axis Bank fraud case,ACCEPTED,True,2024-10-03,2024-10-02 00:00:00+05:30,https://news.webindia123.com/news/Articles/India/20241001/4241335.html
20241002143000-985,20241002143000,indiatimes.com,https://economictimes.indiatimes.com/markets/bonds/axis-bank-eyes-at-1-bond-sale-for-up-to-rs-3000-crore-in-coming-days/articleshow/113880083.cms,"Axis Bank: Axis Bank eyes AT-1 bond sale for up to Rs 3,000 crore in coming days",ACCEPTED,True,2024-10-03,2024-10-02 20:00:00+05:30,https://economictimes.indiatimes.com/markets/bonds/axis-bank-eyes-at-1-bond-sale-for-up-to-rs-3000-crore-in-coming-days/articleshow/113880083.cms
20241004041500-5,20241004041500,adgully.com,https://www.adgully.com/axis-bank-announces-dil-se-open-celebrations-in-new-campaign-151321.html,Axis Bank announces 'Dil Se Open Celebrations' in new campaign,ACCEPTED,True,2024-10-04,2024-10-04 09:45:00+05:30,https://www.adgully.com/axis-bank-announces-dil-se-open-celebrations-in-new-campaign-151321.html
20241004064500-512,20241004064500,business-standard.com,https://www.business-standard.com/markets/capital-market-news/volumes-soar-at-axis-bank-ltd-counter-124100400285_1.html,Volumes soar at Axis Bank Ltd counter,ACCEPTED,True,2024-10-04,2024-10-04 12:15:00+05:30,https://www.business-standard.com/markets/capital-market-news/volumes-soar-at-axis-bank-ltd-counter-124100400285_1.html
20241004071500-213,20241004071500,orissadiary.com,https://orissadiary.com/axis-bank-extends-inr-1-billion-loan-to-muthoot-capital-to-accelerate-e-mobility-in-india/,Axis Bank Extends INR 1 Billion Loan to Muthoot Capital to Accelerate E-Mobility in India,ACCEPTED,True,2024-10-04,2024-10-04 12:45:00+05:30,https://orissadiary.com/axis-bank-extends-inr-1-billion-loan-to-muthoot-capital-to-accelerate-e-mobility-in-india
20241004160000-1389,20241004160000,orissadiary.com,https://orissadiary.com/axis-bank-announces-dil-se-open-celebrations-offers-lucrative-deals-and-discounts-this-festive-season/,"Axis Bank announces 'Dil Se Open Celebrations'- offers lucrative deals and discounts this festive season – Odisha Diary, Latest Odisha News, Breaking News Odisha",ACCEPTED,True,2024-10-07,2024-10-04 21:30:00+05:30,https://orissadiary.com/axis-bank-announces-dil-se-open-celebrations-offers-lucrative-deals-and-discounts-this-festive-season
20241007114500-46,20241007114500,indiatimes.com,https://economictimes.indiatimes.com/industry/banking/finance/ifc-extends-500-million-loan-to-axis-bank-to-fund-green-projects-in-india/articleshow/114013858.cms,IFC extends $500 million loan to Axis Bank to fund green projects in India,ACCEPTED,True,2024-10-08,2024-10-07 17:15:00+05:30,https://economictimes.indiatimes.com/industry/banking/finance/ifc-extends-500-million-loan-to-axis-bank-to-fund-green-projects-in-india/articleshow/114013858.cms
20241007121500-150,20241007121500,business-standard.com,https://www.business-standard.com/finance/news/ifc-extends-500-mn-loan-to-axis-bank-to-fund-green-projects-in-india-124100700706_1.html,IFC extends $500 mn loan to Axis Bank to fund green projects in India,ACCEPTED,True,2024-10-08,2024-10-07 17:45:00+05:30,https://www.business-standard.com/finance/news/ifc-extends-500-mn-loan-to-axis-bank-to-fund-green-projects-in-india-124100700706_1.html
20241007131500-942,20241007131500,webindia123.com,https://news.webindia123.com/news/Articles/Business/20241007/4243263.html,IFC partners with Axis Bank to provide USD 500 mln climate loan,ACCEPTED,True,2024-10-08,2024-10-07 18:45:00+05:30,https://news.webindia123.com/news/Articles/Business/20241007/4243263.html
